#    time(ps)       <R(t,x=0)>       rms         <J(t,x=L)>         rms  
   0.000000E+00   0.922948E+02   0.268906E+02   0.645792E-04   0.728492E-09
   0.100000E+00   0.232090E+03   0.585237E+02   0.645743E-04   0.204049E-08
   0.200000E+00   0.393743E+03   0.871778E+02   0.645673E-04   0.385448E-08
   0.300000E+00   0.561564E+03   0.110647E+03   0.645591E-04   0.616508E-08
   0.400000E+00   0.727450E+03   0.128830E+03   0.645519E-04   0.885453E-08
   0.500000E+00   0.887626E+03   0.142440E+03   0.645537E-04   0.124944E-07
   0.600000E+00   0.104050E+04   0.152353E+03   0.645969E-04   0.211193E-07
   0.700000E+00   0.118553E+04   0.159340E+03   0.648130E-04   0.581835E-07
   0.800000E+00   0.132267E+04   0.163997E+03   0.656660E-04   0.202778E-06
   0.900000E+00   0.145215E+04   0.166777E+03   0.686277E-04   0.690457E-06
   0.100000E+01   0.157432E+04   0.168038E+03   0.779662E-04   0.221187E-05
   0.110000E+01   0.168959E+04   0.168074E+03   0.105098E-03   0.666966E-05
   0.120000E+01   0.179844E+04   0.167149E+03   0.178456E-03   0.189570E-04
   0.130000E+01   0.190130E+04   0.165486E+03   0.364307E-03   0.507469E-04
   0.140000E+01   0.199863E+04   0.163280E+03   0.808288E-03   0.128141E-03
   0.150000E+01   0.209085E+04   0.160691E+03   0.181365E-02   0.305549E-03
   0.160000E+01   0.217834E+04   0.157852E+03   0.397936E-02   0.689261E-03
   0.170000E+01   0.226147E+04   0.154865E+03   0.843247E-02   0.147420E-02
   0.180000E+01   0.234054E+04   0.151807E+03   0.171985E-01   0.299881E-02
   0.190000E+01   0.241585E+04   0.148737E+03   0.337584E-01   0.581397E-02
   0.200000E+01   0.248765E+04   0.145692E+03   0.638418E-01   0.107696E-01
   0.210000E+01   0.255617E+04   0.142706E+03   0.116454E+00   0.191016E-01
   0.220000E+01   0.262162E+04   0.139796E+03   0.205071E+00   0.325061E-01
   0.230000E+01   0.268420E+04   0.136975E+03   0.348715E+00   0.531392E-01
   0.240000E+01   0.274407E+04   0.134250E+03   0.572417E+00   0.835386E-01
   0.250000E+01   0.280141E+04   0.131621E+03   0.906416E+00   0.126429E+00
   0.260000E+01   0.285637E+04   0.129087E+03   0.138418E+01   0.184564E+00
   0.270000E+01   0.290909E+04   0.126645E+03   0.204035E+01   0.260534E+00
   0.280000E+01   0.295970E+04   0.124288E+03   0.290929E+01   0.356527E+00
   0.290000E+01   0.300834E+04   0.122011E+03   0.402411E+01   0.474096E+00
   0.300000E+01   0.305511E+04   0.119809E+03   0.541548E+01   0.614003E+00
   0.310000E+01   0.310014E+04   0.117674E+03   0.711020E+01   0.776054E+00
   0.320000E+01   0.314352E+04   0.115602E+03   0.912981E+01   0.958954E+00
   0.330000E+01   0.318534E+04   0.113588E+03   0.114899E+02   0.116052E+01
   0.340000E+01   0.322570E+04   0.111630E+03   0.141997E+02   0.137794E+01
   0.350000E+01   0.326467E+04   0.109723E+03   0.172624E+02   0.160790E+01
   0.360000E+01   0.330233E+04   0.107866E+03   0.206757E+02   0.184685E+01
   0.370000E+01   0.333875E+04   0.106056E+03   0.244330E+02   0.209128E+01
   0.380000E+01   0.337400E+04   0.104293E+03   0.285240E+02   0.233792E+01
   0.390000E+01   0.340812E+04   0.102576E+03   0.329365E+02   0.258377E+01
   0.400000E+01   0.344119E+04   0.100903E+03   0.376568E+02   0.282644E+01
   0.410000E+01   0.347325E+04   0.992747E+02   0.426707E+02   0.306412E+01
   0.420000E+01   0.350434E+04   0.976895E+02   0.479640E+02   0.329557E+01
   0.430000E+01   0.353452E+04   0.961473E+02   0.535228E+02   0.352003E+01
   0.440000E+01   0.356382E+04   0.946467E+02   0.593335E+02   0.373682E+01
   0.450000E+01   0.359229E+04   0.931867E+02   0.653830E+02   0.394578E+01
   0.460000E+01   0.361997E+04   0.917671E+02   0.716585E+02   0.414704E+01
   0.470000E+01   0.364688E+04   0.903861E+02   0.781474E+02   0.434077E+01
   0.480000E+01   0.367306E+04   0.890431E+02   0.848376E+02   0.452731E+01
   0.490000E+01   0.369854E+04   0.877368E+02   0.917172E+02   0.470710E+01
   0.500000E+01   0.372336E+04   0.864649E+02   0.987747E+02   0.488071E+01
   0.510000E+01   0.374753E+04   0.852275E+02   0.105999E+03   0.504879E+01
   0.520000E+01   0.377109E+04   0.840238E+02   0.113378E+03   0.521190E+01
   0.530000E+01   0.379406E+04   0.828510E+02   0.120901E+03   0.537088E+01
   0.540000E+01   0.381647E+04   0.817076E+02   0.128559E+03   0.552599E+01
   0.550000E+01   0.383833E+04   0.805936E+02   0.136341E+03   0.567787E+01
   0.560000E+01   0.385966E+04   0.795076E+02   0.144237E+03   0.582688E+01
   0.570000E+01   0.388050E+04   0.784478E+02   0.152237E+03   0.597340E+01
   0.580000E+01   0.390085E+04   0.774143E+02   0.160333E+03   0.611771E+01
   0.590000E+01   0.392073E+04   0.764050E+02   0.168515E+03   0.626008E+01
   0.600000E+01   0.394016E+04   0.754193E+02   0.176775E+03   0.640067E+01
   0.610000E+01   0.395917E+04   0.744560E+02   0.185104E+03   0.653968E+01
   0.620000E+01   0.397775E+04   0.735149E+02   0.193495E+03   0.667717E+01
   0.630000E+01   0.399593E+04   0.725940E+02   0.201940E+03   0.681339E+01
   0.640000E+01   0.401373E+04   0.716934E+02   0.210432E+03   0.694836E+01
   0.650000E+01   0.403114E+04   0.708117E+02   0.218964E+03   0.708215E+01
   0.660000E+01   0.404820E+04   0.699488E+02   0.227530E+03   0.721486E+01
   0.670000E+01   0.406490E+04   0.691028E+02   0.236123E+03   0.734657E+01
   0.680000E+01   0.408127E+04   0.682756E+02   0.244739E+03   0.747731E+01
   0.690000E+01   0.409731E+04   0.674635E+02   0.253373E+03   0.760705E+01
   0.700000E+01   0.411303E+04   0.666685E+02   0.262018E+03   0.773592E+01
   0.710000E+01   0.412844E+04   0.658884E+02   0.270671E+03   0.786386E+01
   0.720000E+01   0.414356E+04   0.651221E+02   0.279326E+03   0.799092E+01
   0.730000E+01   0.415839E+04   0.643708E+02   0.287981E+03   0.811713E+01
   0.740000E+01   0.417294E+04   0.636341E+02   0.296630E+03   0.824255E+01
   0.750000E+01   0.418721E+04   0.629096E+02   0.305270E+03   0.836706E+01
   0.760000E+01   0.420123E+04   0.621983E+02   0.313897E+03   0.849058E+01
   0.770000E+01   0.421499E+04   0.615000E+02   0.322509E+03   0.861314E+01
   0.780000E+01   0.422850E+04   0.608134E+02   0.331101E+03   0.873483E+01
   0.790000E+01   0.424177E+04   0.601381E+02   0.339671E+03   0.885555E+01
   0.800000E+01   0.425480E+04   0.594749E+02   0.348215E+03   0.897533E+01
   0.810000E+01   0.426761E+04   0.588218E+02   0.356731E+03   0.909419E+01
   0.820000E+01   0.428020E+04   0.581793E+02   0.365216E+03   0.921208E+01
   0.830000E+01   0.429257E+04   0.575480E+02   0.373668E+03   0.932898E+01
   0.840000E+01   0.430473E+04   0.569263E+02   0.382084E+03   0.944477E+01
   0.850000E+01   0.431669E+04   0.563138E+02   0.390463E+03   0.955957E+01
   0.860000E+01   0.432845E+04   0.557124E+02   0.398801E+03   0.967326E+01
   0.870000E+01   0.434002E+04   0.551187E+02   0.407098E+03   0.978585E+01
   0.880000E+01   0.435140E+04   0.545344E+02   0.415350E+03   0.989736E+01
   0.890000E+01   0.436259E+04   0.539593E+02   0.423558E+03   0.100076E+02
   0.900000E+01   0.437361E+04   0.533923E+02   0.431718E+03   0.101166E+02
   0.910000E+01   0.438445E+04   0.528335E+02   0.439829E+03   0.102244E+02
   0.920000E+01   0.439512E+04   0.522831E+02   0.447890E+03   0.103310E+02
   0.930000E+01   0.440562E+04   0.517409E+02   0.455900E+03   0.104363E+02
   0.940000E+01   0.441597E+04   0.512059E+02   0.463858E+03   0.105402E+02
   0.950000E+01   0.442615E+04   0.506794E+02   0.471761E+03   0.106427E+02
   0.960000E+01   0.443618E+04   0.501594E+02   0.479610E+03   0.107439E+02
   0.970000E+01   0.444606E+04   0.496476E+02   0.487403E+03   0.108436E+02
   0.980000E+01   0.445578E+04   0.491421E+02   0.495140E+03   0.109419E+02
   0.990000E+01   0.446537E+04   0.486442E+02   0.502819E+03   0.110388E+02
   0.100000E+02   0.447481E+04   0.481522E+02   0.510441E+03   0.111341E+02
   0.101000E+02   0.448411E+04   0.476677E+02   0.518003E+03   0.112278E+02
   0.102000E+02   0.449328E+04   0.471899E+02   0.525506E+03   0.113201E+02
   0.103000E+02   0.450232E+04   0.467176E+02   0.532950E+03   0.114108E+02
   0.104000E+02   0.451122E+04   0.462521E+02   0.540333E+03   0.114999E+02
   0.105000E+02   0.452000E+04   0.457930E+02   0.547656E+03   0.115874E+02
   0.106000E+02   0.452866E+04   0.453393E+02   0.554918E+03   0.116734E+02
   0.107000E+02   0.453719E+04   0.448932E+02   0.562118E+03   0.117577E+02
   0.108000E+02   0.454560E+04   0.444512E+02   0.569258E+03   0.118404E+02
   0.109000E+02   0.455390E+04   0.440159E+02   0.576335E+03   0.119215E+02
   0.110000E+02   0.456208E+04   0.435857E+02   0.583351E+03   0.120012E+02
   0.111000E+02   0.457014E+04   0.431613E+02   0.590306E+03   0.120791E+02
   0.112000E+02   0.457810E+04   0.427422E+02   0.597198E+03   0.121555E+02
   0.113000E+02   0.458595E+04   0.423281E+02   0.604029E+03   0.122302E+02
   0.114000E+02   0.459369E+04   0.419198E+02   0.610798E+03   0.123034E+02
   0.115000E+02   0.460133E+04   0.415170E+02   0.617505E+03   0.123750E+02
   0.116000E+02   0.460886E+04   0.411182E+02   0.624150E+03   0.124451E+02
   0.117000E+02   0.461630E+04   0.407247E+02   0.630734E+03   0.125136E+02
   0.118000E+02   0.462363E+04   0.403369E+02   0.637256E+03   0.125805E+02
   0.119000E+02   0.463087E+04   0.399531E+02   0.643717E+03   0.126459E+02
   0.120000E+02   0.463801E+04   0.395740E+02   0.650116E+03   0.127098E+02
   0.121000E+02   0.464506E+04   0.392003E+02   0.656455E+03   0.127721E+02
   0.122000E+02   0.465201E+04   0.388309E+02   0.662733E+03   0.128330E+02
   0.123000E+02   0.465888E+04   0.384659E+02   0.668950E+03   0.128923E+02
   0.124000E+02   0.466565E+04   0.381051E+02   0.675107E+03   0.129502E+02
   0.125000E+02   0.467234E+04   0.377489E+02   0.681204E+03   0.130066E+02
   0.126000E+02   0.467895E+04   0.373973E+02   0.687241E+03   0.130615E+02
   0.127000E+02   0.468546E+04   0.370505E+02   0.693219E+03   0.131151E+02
   0.128000E+02   0.469190E+04   0.367070E+02   0.699137E+03   0.131670E+02
   0.129000E+02   0.469825E+04   0.363680E+02   0.704996E+03   0.132177E+02
   0.130000E+02   0.470452E+04   0.360322E+02   0.710797E+03   0.132669E+02
   0.131000E+02   0.471072E+04   0.357013E+02   0.716539E+03   0.133146E+02
   0.132000E+02   0.471683E+04   0.353748E+02   0.722224E+03   0.133611E+02
   0.133000E+02   0.472287E+04   0.350516E+02   0.727851E+03   0.134061E+02
   0.134000E+02   0.472883E+04   0.347325E+02   0.733420E+03   0.134497E+02
   0.135000E+02   0.473472E+04   0.344166E+02   0.738933E+03   0.134920E+02
   0.136000E+02   0.474053E+04   0.341050E+02   0.744389E+03   0.135330E+02
   0.137000E+02   0.474627E+04   0.337966E+02   0.749789E+03   0.135727E+02
   0.138000E+02   0.475194E+04   0.334924E+02   0.755134E+03   0.136110E+02
   0.139000E+02   0.475754E+04   0.331918E+02   0.760423E+03   0.136481E+02
   0.140000E+02   0.476307E+04   0.328946E+02   0.765657E+03   0.136839E+02
   0.141000E+02   0.476854E+04   0.326011E+02   0.770837E+03   0.137183E+02
   0.142000E+02   0.477393E+04   0.323113E+02   0.775962E+03   0.137517E+02
   0.143000E+02   0.477926E+04   0.320236E+02   0.781034E+03   0.137837E+02
   0.144000E+02   0.478453E+04   0.317411E+02   0.786052E+03   0.138146E+02
   0.145000E+02   0.478973E+04   0.314620E+02   0.791018E+03   0.138442E+02
   0.146000E+02   0.479487E+04   0.311840E+02   0.795931E+03   0.138726E+02
   0.147000E+02   0.479994E+04   0.309111E+02   0.800792E+03   0.139000E+02
   0.148000E+02   0.480495E+04   0.306408E+02   0.805602E+03   0.139261E+02
   0.149000E+02   0.480991E+04   0.303737E+02   0.810360E+03   0.139511E+02
   0.150000E+02   0.481480E+04   0.301100E+02   0.815068E+03   0.139750E+02
   0.151000E+02   0.481963E+04   0.298488E+02   0.819725E+03   0.139979E+02
   0.152000E+02   0.482441E+04   0.295912E+02   0.824332E+03   0.140195E+02
   0.153000E+02   0.482913E+04   0.293367E+02   0.828890E+03   0.140402E+02
   0.154000E+02   0.483379E+04   0.290839E+02   0.833399E+03   0.140598E+02
   0.155000E+02   0.483840E+04   0.288356E+02   0.837860E+03   0.140784E+02
   0.156000E+02   0.484295E+04   0.285901E+02   0.842272E+03   0.140959E+02
   0.157000E+02   0.484744E+04   0.283470E+02   0.846637E+03   0.141125E+02
   0.158000E+02   0.485189E+04   0.281069E+02   0.850954E+03   0.141280E+02
   0.159000E+02   0.485628E+04   0.278689E+02   0.855224E+03   0.141427E+02
   0.160000E+02   0.486062E+04   0.276347E+02   0.859448E+03   0.141563E+02
   0.161000E+02   0.486490E+04   0.274030E+02   0.863627E+03   0.141690E+02
   0.162000E+02   0.486914E+04   0.271741E+02   0.867759E+03   0.141808E+02
   0.163000E+02   0.487332E+04   0.269472E+02   0.871847E+03   0.141918E+02
   0.164000E+02   0.487746E+04   0.267235E+02   0.875890E+03   0.142017E+02
   0.165000E+02   0.488155E+04   0.265022E+02   0.879888E+03   0.142108E+02
   0.166000E+02   0.488559E+04   0.262844E+02   0.883843E+03   0.142192E+02
   0.167000E+02   0.488958E+04   0.260680E+02   0.887754E+03   0.142266E+02
   0.168000E+02   0.489352E+04   0.258541E+02   0.891623E+03   0.142333E+02
   0.169000E+02   0.489742E+04   0.256433E+02   0.895449E+03   0.142391E+02
   0.170000E+02   0.490128E+04   0.254344E+02   0.899233E+03   0.142442E+02
   0.171000E+02   0.490508E+04   0.252283E+02   0.902975E+03   0.142484E+02
   0.172000E+02   0.490885E+04   0.250249E+02   0.906676E+03   0.142519E+02
   0.173000E+02   0.491256E+04   0.248238E+02   0.910336E+03   0.142547E+02
   0.174000E+02   0.491624E+04   0.246247E+02   0.913955E+03   0.142567E+02
   0.175000E+02   0.491987E+04   0.244282E+02   0.917535E+03   0.142581E+02
   0.176000E+02   0.492346E+04   0.242336E+02   0.921075E+03   0.142587E+02
   0.177000E+02   0.492701E+04   0.240411E+02   0.924575E+03   0.142587E+02
   0.178000E+02   0.493052E+04   0.238520E+02   0.928037E+03   0.142579E+02
   0.179000E+02   0.493398E+04   0.236644E+02   0.931461E+03   0.142565E+02
   0.180000E+02   0.493741E+04   0.234788E+02   0.934846E+03   0.142546E+02
   0.181000E+02   0.494079E+04   0.232964E+02   0.938194E+03   0.142519E+02
   0.182000E+02   0.494414E+04   0.231148E+02   0.941504E+03   0.142487E+02
   0.183000E+02   0.494745E+04   0.229358E+02   0.944778E+03   0.142448E+02
   0.184000E+02   0.495072E+04   0.227592E+02   0.948015E+03   0.142404E+02
   0.185000E+02   0.495395E+04   0.225846E+02   0.951216E+03   0.142354E+02
   0.186000E+02   0.495714E+04   0.224126E+02   0.954381E+03   0.142299E+02
   0.187000E+02   0.496030E+04   0.222412E+02   0.957511E+03   0.142238E+02
   0.188000E+02   0.496342E+04   0.220732E+02   0.960606E+03   0.142171E+02
   0.189000E+02   0.496650E+04   0.219062E+02   0.963666E+03   0.142099E+02
   0.190000E+02   0.496955E+04   0.217419E+02   0.966692E+03   0.142025E+02
   0.191000E+02   0.497256E+04   0.215788E+02   0.969684E+03   0.141943E+02
   0.192000E+02   0.497554E+04   0.214189E+02   0.972643E+03   0.141858E+02
   0.193000E+02   0.497849E+04   0.212601E+02   0.975569E+03   0.141766E+02
   0.194000E+02   0.498140E+04   0.211031E+02   0.978461E+03   0.141671E+02
   0.195000E+02   0.498427E+04   0.209479E+02   0.981322E+03   0.141571E+02
   0.196000E+02   0.498712E+04   0.207950E+02   0.984150E+03   0.141467E+02
   0.197000E+02   0.498993E+04   0.206437E+02   0.986946E+03   0.141357E+02
   0.198000E+02   0.499270E+04   0.204942E+02   0.989712E+03   0.141247E+02
   0.199000E+02   0.499545E+04   0.203465E+02   0.992445E+03   0.141127E+02
   0.200000E+02   0.499817E+04   0.202007E+02   0.995149E+03   0.141010E+02
   0.201000E+02   0.500085E+04   0.200568E+02   0.997821E+03   0.140884E+02
   0.202000E+02   0.500350E+04   0.199145E+02   0.100046E+04   0.140758E+02
   0.203000E+02   0.500612E+04   0.197735E+02   0.100308E+04   0.140625E+02
   0.204000E+02   0.500872E+04   0.196343E+02   0.100566E+04   0.140494E+02
   0.205000E+02   0.501128E+04   0.194973E+02   0.100822E+04   0.140359E+02
   0.206000E+02   0.501381E+04   0.193621E+02   0.101074E+04   0.140213E+02
   0.207000E+02   0.501631E+04   0.192283E+02   0.101324E+04   0.140073E+02
   0.208000E+02   0.501879E+04   0.190959E+02   0.101571E+04   0.139925E+02
   0.209000E+02   0.502123E+04   0.189657E+02   0.101815E+04   0.139777E+02
   0.210000E+02   0.502365E+04   0.188357E+02   0.102056E+04   0.139625E+02
   0.211000E+02   0.502604E+04   0.187090E+02   0.102295E+04   0.139463E+02
   0.212000E+02   0.502841E+04   0.185834E+02   0.102531E+04   0.139310E+02
   0.213000E+02   0.503074E+04   0.184585E+02   0.102764E+04   0.139153E+02
   0.214000E+02   0.503305E+04   0.183355E+02   0.102995E+04   0.138983E+02
   0.215000E+02   0.503533E+04   0.182145E+02   0.103223E+04   0.138816E+02
   0.216000E+02   0.503759E+04   0.180949E+02   0.103448E+04   0.138653E+02
   0.217000E+02   0.503982E+04   0.179770E+02   0.103671E+04   0.138486E+02
   0.218000E+02   0.504203E+04   0.178597E+02   0.103892E+04   0.138309E+02
   0.219000E+02   0.504421E+04   0.177442E+02   0.104110E+04   0.138135E+02
   0.220000E+02   0.504636E+04   0.176310E+02   0.104325E+04   0.137959E+02
   0.221000E+02   0.504849E+04   0.175187E+02   0.104538E+04   0.137782E+02
   0.222000E+02   0.505060E+04   0.174070E+02   0.104749E+04   0.137607E+02
   0.223000E+02   0.505268E+04   0.172980E+02   0.104957E+04   0.137422E+02
   0.224000E+02   0.505474E+04   0.171896E+02   0.105163E+04   0.137243E+02
   0.225000E+02   0.505677E+04   0.170826E+02   0.105366E+04   0.137060E+02
   0.226000E+02   0.505878E+04   0.169772E+02   0.105568E+04   0.136879E+02
   0.227000E+02   0.506077E+04   0.168736E+02   0.105766E+04   0.136683E+02
   0.228000E+02   0.506274E+04   0.167709E+02   0.105963E+04   0.136498E+02
   0.229000E+02   0.506468E+04   0.166689E+02   0.106158E+04   0.136313E+02
   0.230000E+02   0.506660E+04   0.165683E+02   0.106350E+04   0.136120E+02
   0.231000E+02   0.506850E+04   0.164698E+02   0.106540E+04   0.135927E+02
   0.232000E+02   0.507038E+04   0.163727E+02   0.106728E+04   0.135739E+02
   0.233000E+02   0.507224E+04   0.162763E+02   0.106914E+04   0.135542E+02
   0.234000E+02   0.507407E+04   0.161814E+02   0.107097E+04   0.135347E+02
   0.235000E+02   0.507588E+04   0.160878E+02   0.107279E+04   0.135153E+02
   0.236000E+02   0.507768E+04   0.159950E+02   0.107459E+04   0.134957E+02
   0.237000E+02   0.507945E+04   0.159034E+02   0.107636E+04   0.134759E+02
   0.238000E+02   0.508120E+04   0.158134E+02   0.107812E+04   0.134563E+02
   0.239000E+02   0.508293E+04   0.157245E+02   0.107985E+04   0.134365E+02
   0.240000E+02   0.508465E+04   0.156365E+02   0.108157E+04   0.134162E+02
   0.241000E+02   0.508634E+04   0.155507E+02   0.108326E+04   0.133964E+02
   0.242000E+02   0.508801E+04   0.154646E+02   0.108494E+04   0.133764E+02
   0.243000E+02   0.508967E+04   0.153804E+02   0.108660E+04   0.133561E+02
   0.244000E+02   0.509131E+04   0.152975E+02   0.108824E+04   0.133361E+02
   0.245000E+02   0.509292E+04   0.152153E+02   0.108986E+04   0.133165E+02
   0.246000E+02   0.509452E+04   0.151349E+02   0.109146E+04   0.132963E+02
   0.247000E+02   0.509610E+04   0.150543E+02   0.109304E+04   0.132766E+02
   0.248000E+02   0.509766E+04   0.149761E+02   0.109461E+04   0.132562E+02
   0.249000E+02   0.509921E+04   0.148988E+02   0.109616E+04   0.132368E+02
   0.250000E+02   0.510074E+04   0.148220E+02   0.109769E+04   0.132158E+02
   0.251000E+02   0.510225E+04   0.147460E+02   0.109920E+04   0.131959E+02
   0.252000E+02   0.510374E+04   0.146720E+02   0.110070E+04   0.131755E+02
   0.253000E+02   0.510521E+04   0.145989E+02   0.110218E+04   0.131554E+02
   0.254000E+02   0.510667E+04   0.145263E+02   0.110364E+04   0.131359E+02
   0.255000E+02   0.510811E+04   0.144553E+02   0.110508E+04   0.131152E+02
   0.256000E+02   0.510954E+04   0.143846E+02   0.110651E+04   0.130952E+02
   0.257000E+02   0.511095E+04   0.143151E+02   0.110793E+04   0.130760E+02
   0.258000E+02   0.511234E+04   0.142465E+02   0.110932E+04   0.130555E+02
   0.259000E+02   0.511372E+04   0.141794E+02   0.111070E+04   0.130352E+02
   0.260000E+02   0.511508E+04   0.141131E+02   0.111207E+04   0.130150E+02
   0.261000E+02   0.511643E+04   0.140472E+02   0.111342E+04   0.129951E+02
   0.262000E+02   0.511776E+04   0.139826E+02   0.111475E+04   0.129752E+02
   0.263000E+02   0.511907E+04   0.139187E+02   0.111607E+04   0.129554E+02
   0.264000E+02   0.512038E+04   0.138564E+02   0.111738E+04   0.129357E+02
   0.265000E+02   0.512166E+04   0.137938E+02   0.111867E+04   0.129152E+02
   0.266000E+02   0.512293E+04   0.137336E+02   0.111994E+04   0.128960E+02
   0.267000E+02   0.512419E+04   0.136735E+02   0.112120E+04   0.128764E+02
   0.268000E+02   0.512543E+04   0.136140E+02   0.112245E+04   0.128565E+02
   0.269000E+02   0.512666E+04   0.135558E+02   0.112368E+04   0.128369E+02
   0.270000E+02   0.512787E+04   0.134982E+02   0.112490E+04   0.128173E+02
   0.271000E+02   0.512908E+04   0.134413E+02   0.112610E+04   0.127983E+02
   0.272000E+02   0.513026E+04   0.133859E+02   0.112729E+04   0.127788E+02
   0.273000E+02   0.513144E+04   0.133311E+02   0.112847E+04   0.127597E+02
   0.274000E+02   0.513260E+04   0.132768E+02   0.112963E+04   0.127405E+02
   0.275000E+02   0.513374E+04   0.132238E+02   0.113078E+04   0.127214E+02
   0.276000E+02   0.513488E+04   0.131710E+02   0.113192E+04   0.127019E+02
   0.277000E+02   0.513600E+04   0.131192E+02   0.113305E+04   0.126830E+02
   0.278000E+02   0.513711E+04   0.130681E+02   0.113416E+04   0.126637E+02
   0.279000E+02   0.513820E+04   0.130180E+02   0.113526E+04   0.126451E+02
   0.280000E+02   0.513928E+04   0.129694E+02   0.113634E+04   0.126261E+02
   0.281000E+02   0.514035E+04   0.129202E+02   0.113742E+04   0.126078E+02
   0.282000E+02   0.514141E+04   0.128728E+02   0.113848E+04   0.125889E+02
   0.283000E+02   0.514246E+04   0.128251E+02   0.113953E+04   0.125703E+02
   0.284000E+02   0.514350E+04   0.127789E+02   0.114057E+04   0.125523E+02
   0.285000E+02   0.514452E+04   0.127331E+02   0.114159E+04   0.125341E+02
   0.286000E+02   0.514553E+04   0.126881E+02   0.114261E+04   0.125152E+02
   0.287000E+02   0.514653E+04   0.126436E+02   0.114361E+04   0.124972E+02
   0.288000E+02   0.514752E+04   0.126001E+02   0.114460E+04   0.124793E+02
   0.289000E+02   0.514849E+04   0.125577E+02   0.114558E+04   0.124613E+02
   0.290000E+02   0.514946E+04   0.125149E+02   0.114655E+04   0.124435E+02
   0.291000E+02   0.515042E+04   0.124732E+02   0.114751E+04   0.124257E+02
   0.292000E+02   0.515136E+04   0.124331E+02   0.114846E+04   0.124080E+02
   0.293000E+02   0.515229E+04   0.123927E+02   0.114939E+04   0.123903E+02
   0.294000E+02   0.515322E+04   0.123531E+02   0.115032E+04   0.123733E+02
   0.295000E+02   0.515413E+04   0.123142E+02   0.115123E+04   0.123553E+02
   0.296000E+02   0.515503E+04   0.122756E+02   0.115214E+04   0.123380E+02
   0.297000E+02   0.515592E+04   0.122382E+02   0.115303E+04   0.123212E+02
   0.298000E+02   0.515680E+04   0.122013E+02   0.115392E+04   0.123044E+02
   0.299000E+02   0.515767E+04   0.121653E+02   0.115479E+04   0.122872E+02
   0.300000E+02   0.515854E+04   0.121292E+02   0.115566E+04   0.122696E+02
   0.301000E+02   0.515939E+04   0.120936E+02   0.115651E+04   0.122533E+02
   0.302000E+02   0.516023E+04   0.120590E+02   0.115736E+04   0.122366E+02
   0.303000E+02   0.516106E+04   0.120246E+02   0.115819E+04   0.122198E+02
   0.304000E+02   0.516189E+04   0.119914E+02   0.115902E+04   0.122038E+02
   0.305000E+02   0.516270E+04   0.119581E+02   0.115983E+04   0.121875E+02
   0.306000E+02   0.516350E+04   0.119258E+02   0.116064E+04   0.121712E+02
   0.307000E+02   0.516430E+04   0.118941E+02   0.116144E+04   0.121553E+02
   0.308000E+02   0.516509E+04   0.118627E+02   0.116223E+04   0.121393E+02
   0.309000E+02   0.516586E+04   0.118315E+02   0.116301E+04   0.121236E+02
   0.310000E+02   0.516663E+04   0.118012E+02   0.116378E+04   0.121074E+02
   0.311000E+02   0.516739E+04   0.117717E+02   0.116454E+04   0.120920E+02
   0.312000E+02   0.516814E+04   0.117430E+02   0.116529E+04   0.120762E+02
   0.313000E+02   0.516888E+04   0.117135E+02   0.116604E+04   0.120610E+02
   0.314000E+02   0.516962E+04   0.116853E+02   0.116678E+04   0.120458E+02
   0.315000E+02   0.517034E+04   0.116579E+02   0.116750E+04   0.120304E+02
   0.316000E+02   0.517106E+04   0.116311E+02   0.116822E+04   0.120156E+02
   0.317000E+02   0.517177E+04   0.116038E+02   0.116894E+04   0.120006E+02
   0.318000E+02   0.517247E+04   0.115775E+02   0.116964E+04   0.119855E+02
   0.319000E+02   0.517317E+04   0.115516E+02   0.117034E+04   0.119710E+02
   0.320000E+02   0.517385E+04   0.115262E+02   0.117102E+04   0.119565E+02
   0.321000E+02   0.517453E+04   0.115011E+02   0.117170E+04   0.119415E+02
   0.322000E+02   0.517520E+04   0.114761E+02   0.117238E+04   0.119272E+02
   0.323000E+02   0.517586E+04   0.114525E+02   0.117304E+04   0.119127E+02
   0.324000E+02   0.517652E+04   0.114288E+02   0.117370E+04   0.118992E+02
   0.325000E+02   0.517716E+04   0.114060E+02   0.117435E+04   0.118845E+02
   0.326000E+02   0.517780E+04   0.113832E+02   0.117499E+04   0.118709E+02
   0.327000E+02   0.517844E+04   0.113603E+02   0.117562E+04   0.118566E+02
   0.328000E+02   0.517906E+04   0.113386E+02   0.117625E+04   0.118432E+02
   0.329000E+02   0.517968E+04   0.113174E+02   0.117687E+04   0.118293E+02
   0.330000E+02   0.518029E+04   0.112958E+02   0.117748E+04   0.118165E+02
   0.331000E+02   0.518090E+04   0.112749E+02   0.117809E+04   0.118022E+02
   0.332000E+02   0.518149E+04   0.112551E+02   0.117869E+04   0.117893E+02
   0.333000E+02   0.518208E+04   0.112347E+02   0.117928E+04   0.117766E+02
   0.334000E+02   0.518267E+04   0.112152E+02   0.117987E+04   0.117633E+02
   0.335000E+02   0.518325E+04   0.111957E+02   0.118045E+04   0.117504E+02
   0.336000E+02   0.518382E+04   0.111770E+02   0.118102E+04   0.117373E+02
   0.337000E+02   0.518438E+04   0.111579E+02   0.118159E+04   0.117248E+02
   0.338000E+02   0.518494E+04   0.111395E+02   0.118215E+04   0.117123E+02
   0.339000E+02   0.518549E+04   0.111221E+02   0.118270E+04   0.116988E+02
