#    time(ps)      <J(t,x=L)>        rms        <phi(t,x=L)>       rms  
   0.125300E+03   0.134934E+04   0.385541E+02   0.780648E+05   0.193626E+04
   0.125400E+03   0.134942E+04   0.385577E+02   0.780715E+05   0.193623E+04
   0.125500E+03   0.134950E+04   0.385598E+02   0.780781E+05   0.193622E+04
   0.125600E+03   0.134958E+04   0.385595E+02   0.780847E+05   0.193618E+04
   0.125700E+03   0.134966E+04   0.385637E+02   0.780913E+05   0.193617E+04
   0.125800E+03   0.134974E+04   0.385638E+02   0.780979E+05   0.193615E+04
   0.125900E+03   0.134982E+04   0.385673E+02   0.781044E+05   0.193613E+04
   0.126000E+03   0.134990E+04   0.385656E+02   0.781109E+05   0.193610E+04
   0.126100E+03   0.134998E+04   0.385687E+02   0.781174E+05   0.193610E+04
   0.126200E+03   0.135006E+04   0.385716E+02   0.781239E+05   0.193607E+04
   0.126300E+03   0.135014E+04   0.385727E+02   0.781303E+05   0.193604E+04
   0.126400E+03   0.135021E+04   0.385745E+02   0.781368E+05   0.193604E+04
   0.126500E+03   0.135029E+04   0.385760E+02   0.781432E+05   0.193599E+04
   0.126600E+03   0.135037E+04   0.385785E+02   0.781496E+05   0.193599E+04
   0.126700E+03   0.135045E+04   0.385806E+02   0.781559E+05   0.193599E+04
   0.126800E+03   0.135052E+04   0.385824E+02   0.781622E+05   0.193594E+04
   0.126900E+03   0.135060E+04   0.385835E+02   0.781686E+05   0.193594E+04
   0.127000E+03   0.135068E+04   0.385836E+02   0.781749E+05   0.193591E+04
   0.127100E+03   0.135075E+04   0.385847E+02   0.781811E+05   0.193589E+04
   0.127200E+03   0.135083E+04   0.385862E+02   0.781874E+05   0.193590E+04
   0.127300E+03   0.135090E+04   0.385908E+02   0.781936E+05   0.193586E+04
   0.127400E+03   0.135098E+04   0.385926E+02   0.781998E+05   0.193584E+04
   0.127500E+03   0.135105E+04   0.385943E+02   0.782060E+05   0.193583E+04
   0.127600E+03   0.135113E+04   0.385958E+02   0.782121E+05   0.193582E+04
   0.127700E+03   0.135120E+04   0.385973E+02   0.782182E+05   0.193579E+04
   0.127800E+03   0.135128E+04   0.385995E+02   0.782244E+05   0.193579E+04
   0.127900E+03   0.135135E+04   0.386010E+02   0.782305E+05   0.193577E+04
   0.128000E+03   0.135142E+04   0.385997E+02   0.782365E+05   0.193575E+04
   0.128100E+03   0.135150E+04   0.386032E+02   0.782426E+05   0.193575E+04
   0.128200E+03   0.135157E+04   0.386047E+02   0.782486E+05   0.193572E+04
   0.128300E+03   0.135164E+04   0.386073E+02   0.782546E+05   0.193572E+04
   0.128400E+03   0.135172E+04   0.386081E+02   0.782606E+05   0.193568E+04
   0.128500E+03   0.135179E+04   0.386120E+02   0.782666E+05   0.193570E+04
   0.128600E+03   0.135186E+04   0.386103E+02   0.782725E+05   0.193567E+04
   0.128700E+03   0.135193E+04   0.386149E+02   0.782784E+05   0.193564E+04
   0.128800E+03   0.135201E+04   0.386144E+02   0.782843E+05   0.193565E+04
   0.128900E+03   0.135208E+04   0.386156E+02   0.782902E+05   0.193563E+04
   0.129000E+03   0.135215E+04   0.386202E+02   0.782961E+05   0.193560E+04
   0.129100E+03   0.135222E+04   0.386196E+02   0.783019E+05   0.193559E+04
   0.129200E+03   0.135229E+04   0.386221E+02   0.783077E+05   0.193561E+04
   0.129300E+03   0.135236E+04   0.386233E+02   0.783135E+05   0.193557E+04
   0.129400E+03   0.135243E+04   0.386241E+02   0.783193E+05   0.193556E+04
   0.129500E+03   0.135250E+04   0.386273E+02   0.783251E+05   0.193557E+04
   0.129600E+03   0.135257E+04   0.386278E+02   0.783308E+05   0.193553E+04
   0.129700E+03   0.135264E+04   0.386311E+02   0.783365E+05   0.193551E+04
   0.129800E+03   0.135271E+04   0.386329E+02   0.783422E+05   0.193552E+04
   0.129900E+03   0.135278E+04   0.386331E+02   0.783478E+05   0.193551E+04
   0.130000E+03   0.135285E+04   0.386352E+02   0.783535E+05   0.193549E+04
   0.130100E+03   0.135291E+04   0.386364E+02   0.783591E+05   0.193550E+04
   0.130200E+03   0.135298E+04   0.386389E+02   0.783647E+05   0.193548E+04
   0.130300E+03   0.135305E+04   0.386402E+02   0.783703E+05   0.193545E+04
   0.130400E+03   0.135312E+04   0.386417E+02   0.783759E+05   0.193544E+04
   0.130500E+03   0.135318E+04   0.386422E+02   0.783815E+05   0.193545E+04
   0.130600E+03   0.135325E+04   0.386461E+02   0.783870E+05   0.193542E+04
   0.130700E+03   0.135332E+04   0.386484E+02   0.783925E+05   0.193543E+04
   0.130800E+03   0.135339E+04   0.386481E+02   0.783980E+05   0.193540E+04
   0.130900E+03   0.135345E+04   0.386493E+02   0.784035E+05   0.193542E+04
   0.131000E+03   0.135352E+04   0.386508E+02   0.784089E+05   0.193540E+04
   0.131100E+03   0.135359E+04   0.386538E+02   0.784144E+05   0.193539E+04
   0.131200E+03   0.135365E+04   0.386542E+02   0.784198E+05   0.193538E+04
   0.131300E+03   0.135371E+04   0.386558E+02   0.784252E+05   0.193537E+04
   0.131400E+03   0.135378E+04   0.386587E+02   0.784306E+05   0.193536E+04
   0.131500E+03   0.135385E+04   0.386596E+02   0.784359E+05   0.193536E+04
   0.131600E+03   0.135391E+04   0.386626E+02   0.784412E+05   0.193533E+04
   0.131700E+03   0.135397E+04   0.386610E+02   0.784466E+05   0.193533E+04
   0.131800E+03   0.135404E+04   0.386634E+02   0.784519E+05   0.193532E+04
   0.131900E+03   0.135410E+04   0.386661E+02   0.784571E+05   0.193534E+04
   0.132000E+03   0.135417E+04   0.386677E+02   0.784624E+05   0.193532E+04
   0.132100E+03   0.135423E+04   0.386681E+02   0.784676E+05   0.193533E+04
   0.132200E+03   0.135430E+04   0.386708E+02   0.784729E+05   0.193531E+04
   0.132300E+03   0.135436E+04   0.386726E+02   0.784781E+05   0.193531E+04
   0.132400E+03   0.135442E+04   0.386739E+02   0.784833E+05   0.193529E+04
   0.132500E+03   0.135448E+04   0.386748E+02   0.784884E+05   0.193529E+04
   0.132600E+03   0.135455E+04   0.386787E+02   0.784936E+05   0.193528E+04
   0.132700E+03   0.135461E+04   0.386789E+02   0.784987E+05   0.193530E+04
   0.132800E+03   0.135467E+04   0.386811E+02   0.785038E+05   0.193528E+04
   0.132900E+03   0.135473E+04   0.386820E+02   0.785089E+05   0.193528E+04
   0.133000E+03   0.135479E+04   0.386836E+02   0.785140E+05   0.193525E+04
   0.133100E+03   0.135486E+04   0.386865E+02   0.785191E+05   0.193525E+04
   0.133200E+03   0.135492E+04   0.386864E+02   0.785241E+05   0.193524E+04
   0.133300E+03   0.135498E+04   0.386899E+02   0.785291E+05   0.193524E+04
   0.133400E+03   0.135504E+04   0.386915E+02   0.785341E+05   0.193526E+04
   0.133500E+03   0.135510E+04   0.386920E+02   0.785391E+05   0.193523E+04
   0.133600E+03   0.135516E+04   0.386942E+02   0.785441E+05   0.193523E+04
   0.133700E+03   0.135522E+04   0.386952E+02   0.785491E+05   0.193524E+04
   0.133800E+03   0.135528E+04   0.386967E+02   0.785540E+05   0.193524E+04
   0.133900E+03   0.135534E+04   0.386993E+02   0.785589E+05   0.193524E+04
   0.134000E+03   0.135540E+04   0.386989E+02   0.785638E+05   0.193523E+04
   0.134100E+03   0.135546E+04   0.387007E+02   0.785687E+05   0.193522E+04
   0.134200E+03   0.135552E+04   0.387037E+02   0.785735E+05   0.193523E+04
   0.134300E+03   0.135558E+04   0.387040E+02   0.785784E+05   0.193522E+04
   0.134400E+03   0.135564E+04   0.387083E+02   0.785832E+05   0.193521E+04
   0.134500E+03   0.135569E+04   0.387088E+02   0.785880E+05   0.193521E+04
   0.134600E+03   0.135575E+04   0.387104E+02   0.785929E+05   0.193520E+04
   0.134700E+03   0.135581E+04   0.387123E+02   0.785976E+05   0.193520E+04
   0.134800E+03   0.135587E+04   0.387152E+02   0.786024E+05   0.193520E+04
   0.134900E+03   0.135592E+04   0.387149E+02   0.786071E+05   0.193520E+04
   0.135000E+03   0.135598E+04   0.387154E+02   0.786118E+05   0.193519E+04
   0.135100E+03   0.135604E+04   0.387177E+02   0.786166E+05   0.193518E+04
   0.135200E+03   0.135610E+04   0.387182E+02   0.786212E+05   0.193520E+04
   0.135300E+03   0.135616E+04   0.387218E+02   0.786259E+05   0.193519E+04
   0.135400E+03   0.135621E+04   0.387235E+02   0.786306E+05   0.193519E+04
   0.135500E+03   0.135627E+04   0.387240E+02   0.786352E+05   0.193519E+04
   0.135600E+03   0.135632E+04   0.387252E+02   0.786399E+05   0.193519E+04
   0.135700E+03   0.135638E+04   0.387261E+02   0.786444E+05   0.193520E+04
   0.135800E+03   0.135643E+04   0.387284E+02   0.786491E+05   0.193519E+04
   0.135900E+03   0.135649E+04   0.387304E+02   0.786536E+05   0.193519E+04
   0.136000E+03   0.135655E+04   0.387313E+02   0.786582E+05   0.193519E+04
   0.136100E+03   0.135660E+04   0.387331E+02   0.786627E+05   0.193519E+04
   0.136200E+03   0.135666E+04   0.387369E+02   0.786673E+05   0.193519E+04
   0.136300E+03   0.135671E+04   0.387370E+02   0.786718E+05   0.193520E+04
   0.136400E+03   0.135677E+04   0.387369E+02   0.786763E+05   0.193519E+04
   0.136500E+03   0.135682E+04   0.387404E+02   0.786808E+05   0.193520E+04
   0.136600E+03   0.135687E+04   0.387422E+02   0.786852E+05   0.193518E+04
   0.136700E+03   0.135693E+04   0.387418E+02   0.786897E+05   0.193521E+04
   0.136800E+03   0.135698E+04   0.387440E+02   0.786941E+05   0.193519E+04
   0.136900E+03   0.135704E+04   0.387449E+02   0.786985E+05   0.193520E+04
   0.137000E+03   0.135709E+04   0.387486E+02   0.787029E+05   0.193520E+04
   0.137100E+03   0.135714E+04   0.387496E+02   0.787073E+05   0.193520E+04
   0.137200E+03   0.135719E+04   0.387498E+02   0.787117E+05   0.193519E+04
   0.137300E+03   0.135725E+04   0.387528E+02   0.787161E+05   0.193522E+04
   0.137400E+03   0.135730E+04   0.387548E+02   0.787204E+05   0.193521E+04
   0.137500E+03   0.135736E+04   0.387543E+02   0.787247E+05   0.193521E+04
   0.137600E+03   0.135741E+04   0.387565E+02   0.787290E+05   0.193521E+04
   0.137700E+03   0.135746E+04   0.387564E+02   0.787333E+05   0.193521E+04
   0.137800E+03   0.135751E+04   0.387600E+02   0.787376E+05   0.193521E+04
   0.137900E+03   0.135756E+04   0.387593E+02   0.787419E+05   0.193522E+04
   0.138000E+03   0.135761E+04   0.387630E+02   0.787461E+05   0.193524E+04
   0.138100E+03   0.135766E+04   0.387629E+02   0.787503E+05   0.193522E+04
   0.138200E+03   0.135772E+04   0.387648E+02   0.787545E+05   0.193524E+04
   0.138300E+03   0.135777E+04   0.387651E+02   0.787588E+05   0.193525E+04
   0.138400E+03   0.135782E+04   0.387687E+02   0.787629E+05   0.193524E+04
   0.138500E+03   0.135787E+04   0.387707E+02   0.787671E+05   0.193526E+04
   0.138600E+03   0.135792E+04   0.387706E+02   0.787712E+05   0.193525E+04
   0.138700E+03   0.135797E+04   0.387722E+02   0.787754E+05   0.193525E+04
   0.138800E+03   0.135802E+04   0.387759E+02   0.787795E+05   0.193526E+04
   0.138900E+03   0.135807E+04   0.387762E+02   0.787837E+05   0.193526E+04
   0.139000E+03   0.135812E+04   0.387774E+02   0.787877E+05   0.193526E+04
   0.139100E+03   0.135817E+04   0.387790E+02   0.787918E+05   0.193525E+04
   0.139200E+03   0.135822E+04   0.387786E+02   0.787959E+05   0.193528E+04
   0.139300E+03   0.135827E+04   0.387816E+02   0.787999E+05   0.193528E+04
   0.139400E+03   0.135832E+04   0.387835E+02   0.788040E+05   0.193529E+04
   0.139500E+03   0.135837E+04   0.387851E+02   0.788080E+05   0.193528E+04
   0.139600E+03   0.135841E+04   0.387862E+02   0.788120E+05   0.193529E+04
   0.139700E+03   0.135846E+04   0.387881E+02   0.788160E+05   0.193532E+04
   0.139800E+03   0.135851E+04   0.387894E+02   0.788200E+05   0.193531E+04
   0.139900E+03   0.135856E+04   0.387920E+02   0.788240E+05   0.193531E+04
   0.140000E+03   0.135861E+04   0.387940E+02   0.788279E+05   0.193533E+04
   0.140100E+03   0.135865E+04   0.387945E+02   0.788318E+05   0.193533E+04
   0.140200E+03   0.135870E+04   0.387951E+02   0.788358E+05   0.193531E+04
   0.140300E+03   0.135875E+04   0.387978E+02   0.788397E+05   0.193532E+04
   0.140400E+03   0.135880E+04   0.388000E+02   0.788436E+05   0.193534E+04
   0.140500E+03   0.135885E+04   0.387997E+02   0.788475E+05   0.193534E+04
   0.140600E+03   0.135889E+04   0.388014E+02   0.788513E+05   0.193534E+04
   0.140700E+03   0.135894E+04   0.388020E+02   0.788552E+05   0.193535E+04
   0.140800E+03   0.135899E+04   0.388033E+02   0.788591E+05   0.193536E+04
   0.140900E+03   0.135903E+04   0.388051E+02   0.788629E+05   0.193537E+04
   0.141000E+03   0.135908E+04   0.388082E+02   0.788667E+05   0.193538E+04
   0.141100E+03   0.135912E+04   0.388088E+02   0.788705E+05   0.193540E+04
   0.141200E+03   0.135917E+04   0.388100E+02   0.788743E+05   0.193540E+04
   0.141300E+03   0.135922E+04   0.388110E+02   0.788781E+05   0.193542E+04
   0.141400E+03   0.135926E+04   0.388115E+02   0.788818E+05   0.193541E+04
   0.141500E+03   0.135931E+04   0.388147E+02   0.788856E+05   0.193542E+04
   0.141600E+03   0.135935E+04   0.388152E+02   0.788893E+05   0.193542E+04
   0.141700E+03   0.135940E+04   0.388166E+02   0.788930E+05   0.193542E+04
   0.141800E+03   0.135944E+04   0.388188E+02   0.788967E+05   0.193542E+04
   0.141900E+03   0.135949E+04   0.388201E+02   0.789004E+05   0.193545E+04
   0.142000E+03   0.135953E+04   0.388218E+02   0.789041E+05   0.193546E+04
   0.142100E+03   0.135958E+04   0.388224E+02   0.789078E+05   0.193545E+04
   0.142200E+03   0.135962E+04   0.388243E+02   0.789114E+05   0.193547E+04
   0.142300E+03   0.135967E+04   0.388249E+02   0.789151E+05   0.193547E+04
   0.142400E+03   0.135971E+04   0.388273E+02   0.789187E+05   0.193547E+04
   0.142500E+03   0.135975E+04   0.388279E+02   0.789223E+05   0.193550E+04
   0.142600E+03   0.135980E+04   0.388312E+02   0.789259E+05   0.193550E+04
   0.142700E+03   0.135984E+04   0.388305E+02   0.789295E+05   0.193550E+04
   0.142800E+03   0.135988E+04   0.388333E+02   0.789331E+05   0.193551E+04
   0.142900E+03   0.135993E+04   0.388344E+02   0.789367E+05   0.193549E+04
   0.143000E+03   0.135997E+04   0.388354E+02   0.789402E+05   0.193552E+04
   0.143100E+03   0.136001E+04   0.388369E+02   0.789438E+05   0.193553E+04
   0.143200E+03   0.136006E+04   0.388397E+02   0.789473E+05   0.193554E+04
   0.143300E+03   0.136010E+04   0.388386E+02   0.789508E+05   0.193556E+04
   0.143400E+03   0.136014E+04   0.388417E+02   0.789543E+05   0.193556E+04
   0.143500E+03   0.136019E+04   0.388423E+02   0.789578E+05   0.193557E+04
   0.143600E+03   0.136022E+04   0.388442E+02   0.789613E+05   0.193557E+04
   0.143700E+03   0.136027E+04   0.388441E+02   0.789647E+05   0.193559E+04
   0.143800E+03   0.136031E+04   0.388471E+02   0.789682E+05   0.193559E+04
   0.143900E+03   0.136035E+04   0.388478E+02   0.789716E+05   0.193561E+04
   0.144000E+03   0.136039E+04   0.388491E+02   0.789750E+05   0.193561E+04
   0.144100E+03   0.136044E+04   0.388497E+02   0.789785E+05   0.193565E+04
   0.144200E+03   0.136048E+04   0.388528E+02   0.789819E+05   0.193565E+04
   0.144300E+03   0.136052E+04   0.388540E+02   0.789852E+05   0.193565E+04
   0.144400E+03   0.136056E+04   0.388538E+02   0.789886E+05   0.193566E+04
   0.144500E+03   0.136060E+04   0.388562E+02   0.789920E+05   0.193568E+04
   0.144600E+03   0.136064E+04   0.388579E+02   0.789954E+05   0.193570E+04
   0.144700E+03   0.136068E+04   0.388574E+02   0.789987E+05   0.193569E+04
   0.144800E+03   0.136072E+04   0.388611E+02   0.790020E+05   0.193570E+04
   0.144900E+03   0.136076E+04   0.388624E+02   0.790054E+05   0.193570E+04
   0.145000E+03   0.136080E+04   0.388624E+02   0.790086E+05   0.193571E+04
   0.145100E+03   0.136084E+04   0.388654E+02   0.790119E+05   0.193573E+04
   0.145200E+03   0.136088E+04   0.388649E+02   0.790152E+05   0.193573E+04
   0.145300E+03   0.136092E+04   0.388670E+02   0.790185E+05   0.193574E+04
   0.145400E+03   0.136096E+04   0.388686E+02   0.790218E+05   0.193576E+04
   0.145500E+03   0.136100E+04   0.388692E+02   0.790250E+05   0.193578E+04
   0.145600E+03   0.136104E+04   0.388726E+02   0.790282E+05   0.193577E+04
   0.145700E+03   0.136108E+04   0.388726E+02   0.790315E+05   0.193580E+04
   0.145800E+03   0.136112E+04   0.388732E+02   0.790347E+05   0.193580E+04
   0.145900E+03   0.136116E+04   0.388741E+02   0.790379E+05   0.193582E+04
   0.146000E+03   0.136120E+04   0.388775E+02   0.790411E+05   0.193584E+04
   0.146100E+03   0.136123E+04   0.388780E+02   0.790443E+05   0.193584E+04
   0.146200E+03   0.136127E+04   0.388793E+02   0.790474E+05   0.193586E+04
   0.146300E+03   0.136131E+04   0.388821E+02   0.790506E+05   0.193585E+04
   0.146400E+03   0.136135E+04   0.388844E+02   0.790537E+05   0.193587E+04
   0.146500E+03   0.136139E+04   0.388844E+02   0.790569E+05   0.193588E+04
   0.146600E+03   0.136143E+04   0.388847E+02   0.790600E+05   0.193591E+04
   0.146700E+03   0.136146E+04   0.388856E+02   0.790631E+05   0.193592E+04
   0.146800E+03   0.136150E+04   0.388861E+02   0.790662E+05   0.193591E+04
   0.146900E+03   0.136154E+04   0.388875E+02   0.790693E+05   0.193593E+04
   0.147000E+03   0.136158E+04   0.388888E+02   0.790724E+05   0.193596E+04
   0.147100E+03   0.136161E+04   0.388895E+02   0.790754E+05   0.193596E+04
   0.147200E+03   0.136165E+04   0.388917E+02   0.790785E+05   0.193597E+04
   0.147300E+03   0.136169E+04   0.388931E+02   0.790815E+05   0.193598E+04
   0.147400E+03   0.136173E+04   0.388936E+02   0.790846E+05   0.193599E+04
   0.147500E+03   0.136176E+04   0.388968E+02   0.790876E+05   0.193600E+04
   0.147600E+03   0.136180E+04   0.388974E+02   0.790906E+05   0.193601E+04
   0.147700E+03   0.136183E+04   0.388999E+02   0.790936E+05   0.193604E+04
   0.147800E+03   0.136187E+04   0.389006E+02   0.790966E+05   0.193604E+04
   0.147900E+03   0.136191E+04   0.389012E+02   0.790996E+05   0.193606E+04
   0.148000E+03   0.136194E+04   0.389047E+02   0.791026E+05   0.193608E+04
   0.148100E+03   0.136198E+04   0.389052E+02   0.791055E+05   0.193607E+04
   0.148200E+03   0.136201E+04   0.389059E+02   0.791085E+05   0.193610E+04
   0.148300E+03   0.136205E+04   0.389069E+02   0.791114E+05   0.193611E+04
   0.148400E+03   0.136208E+04   0.389081E+02   0.791143E+05   0.193612E+04
   0.148500E+03   0.136212E+04   0.389087E+02   0.791173E+05   0.193613E+04
   0.148600E+03   0.136216E+04   0.389093E+02   0.791202E+05   0.193615E+04
   0.148700E+03   0.136219E+04   0.389125E+02   0.791231E+05   0.193615E+04
   0.148800E+03   0.136223E+04   0.389134E+02   0.791260E+05   0.193617E+04
   0.148900E+03   0.136226E+04   0.389146E+02   0.791288E+05   0.193617E+04
   0.149000E+03   0.136230E+04   0.389167E+02   0.791317E+05   0.193620E+04
   0.149100E+03   0.136233E+04   0.389163E+02   0.791346E+05   0.193621E+04
   0.149200E+03   0.136237E+04   0.389170E+02   0.791374E+05   0.193623E+04
   0.149300E+03   0.136240E+04   0.389209E+02   0.791402E+05   0.193625E+04
   0.149400E+03   0.136243E+04   0.389198E+02   0.791431E+05   0.193624E+04
   0.149500E+03   0.136247E+04   0.389229E+02   0.791459E+05   0.193627E+04
   0.149600E+03   0.136250E+04   0.389224E+02   0.791487E+05   0.193629E+04
   0.149700E+03   0.136254E+04   0.389226E+02   0.791515E+05   0.193630E+04
   0.149800E+03   0.136257E+04   0.389247E+02   0.791543E+05   0.193630E+04
   0.149900E+03   0.136261E+04   0.389281E+02   0.791570E+05   0.193633E+04
   0.150000E+03   0.136264E+04   0.389270E+02   0.791598E+05   0.193632E+04
   0.150100E+03   0.136267E+04   0.389300E+02   0.791626E+05   0.193637E+04
   0.150200E+03   0.136271E+04   0.389317E+02   0.791653E+05   0.193638E+04
   0.150300E+03   0.136274E+04   0.389302E+02   0.791681E+05   0.193637E+04
   0.150400E+03   0.136277E+04   0.389336E+02   0.791708E+05   0.193639E+04
   0.150500E+03   0.136280E+04   0.389354E+02   0.791735E+05   0.193640E+04
   0.150600E+03   0.136284E+04   0.389351E+02   0.791762E+05   0.193641E+04
   0.150700E+03   0.136287E+04   0.389380E+02   0.791789E+05   0.193643E+04
   0.150800E+03   0.136290E+04   0.389378E+02   0.791816E+05   0.193647E+04
   0.150900E+03   0.136294E+04   0.389395E+02   0.791843E+05   0.193645E+04
   0.151000E+03   0.136297E+04   0.389400E+02   0.791869E+05   0.193649E+04
   0.151100E+03   0.136300E+04   0.389406E+02   0.791896E+05   0.193649E+04
   0.151200E+03   0.136303E+04   0.389437E+02   0.791923E+05   0.193651E+04
   0.151300E+03   0.136307E+04   0.389433E+02   0.791949E+05   0.193653E+04
   0.151400E+03   0.136310E+04   0.389452E+02   0.791975E+05   0.193652E+04
   0.151500E+03   0.136313E+04   0.389464E+02   0.792001E+05   0.193656E+04
   0.151600E+03   0.136316E+04   0.389479E+02   0.792028E+05   0.193657E+04
   0.151700E+03   0.136319E+04   0.389488E+02   0.792054E+05   0.193657E+04
   0.151800E+03   0.136322E+04   0.389502E+02   0.792080E+05   0.193658E+04
   0.151900E+03   0.136325E+04   0.389501E+02   0.792106E+05   0.193661E+04
   0.152000E+03   0.136329E+04   0.389534E+02   0.792131E+05   0.193662E+04
   0.152100E+03   0.136332E+04   0.389538E+02   0.792157E+05   0.193665E+04
   0.152200E+03   0.136335E+04   0.389565E+02   0.792182E+05   0.193666E+04
   0.152300E+03   0.136338E+04   0.389546E+02   0.792208E+05   0.193667E+04
   0.152400E+03   0.136341E+04   0.389559E+02   0.792233E+05   0.193668E+04
   0.152500E+03   0.136344E+04   0.389597E+02   0.792258E+05   0.193671E+04
   0.152600E+03   0.136347E+04   0.389599E+02   0.792284E+05   0.193671E+04
   0.152700E+03   0.136350E+04   0.389619E+02   0.792309E+05   0.193672E+04
   0.152800E+03   0.136353E+04   0.389611E+02   0.792334E+05   0.193676E+04
   0.152900E+03   0.136356E+04   0.389632E+02   0.792359E+05   0.193676E+04
   0.153000E+03   0.136359E+04   0.389646E+02   0.792384E+05   0.193679E+04
   0.153100E+03   0.136362E+04   0.389648E+02   0.792408E+05   0.193678E+04
   0.153200E+03   0.136365E+04   0.389674E+02   0.792433E+05   0.193681E+04
   0.153300E+03   0.136368E+04   0.389693E+02   0.792458E+05   0.193682E+04
   0.153400E+03   0.136371E+04   0.389693E+02   0.792482E+05   0.193682E+04
   0.153500E+03   0.136374E+04   0.389686E+02   0.792507E+05   0.193686E+04
   0.153600E+03   0.136377E+04   0.389696E+02   0.792531E+05   0.193686E+04
   0.153700E+03   0.136380E+04   0.389726E+02   0.792555E+05   0.193689E+04
   0.153800E+03   0.136383E+04   0.389736E+02   0.792579E+05   0.193690E+04
   0.153900E+03   0.136386E+04   0.389751E+02   0.792604E+05   0.193691E+04
   0.154000E+03   0.136389E+04   0.389757E+02   0.792628E+05   0.193692E+04
   0.154100E+03   0.136392E+04   0.389776E+02   0.792651E+05   0.193694E+04
   0.154200E+03   0.136394E+04   0.389777E+02   0.792675E+05   0.193696E+04
   0.154300E+03   0.136397E+04   0.389798E+02   0.792699E+05   0.193698E+04
   0.154400E+03   0.136400E+04   0.389800E+02   0.792722E+05   0.193700E+04
   0.154500E+03   0.136403E+04   0.389809E+02   0.792746E+05   0.193701E+04
   0.154600E+03   0.136406E+04   0.389832E+02   0.792770E+05   0.193703E+04
   0.154700E+03   0.136409E+04   0.389846E+02   0.792793E+05   0.193703E+04
   0.154800E+03   0.136412E+04   0.389852E+02   0.792816E+05   0.193706E+04
   0.154900E+03   0.136415E+04   0.389862E+02   0.792839E+05   0.193706E+04
   0.155000E+03   0.136417E+04   0.389868E+02   0.792863E+05   0.193709E+04
   0.155100E+03   0.136420E+04   0.389874E+02   0.792886E+05   0.193710E+04
   0.155200E+03   0.136423E+04   0.389893E+02   0.792908E+05   0.193713E+04
   0.155300E+03   0.136426E+04   0.389899E+02   0.792931E+05   0.193713E+04
   0.155400E+03   0.136429E+04   0.389926E+02   0.792954E+05   0.193717E+04
   0.155500E+03   0.136431E+04   0.389950E+02   0.792977E+05   0.193718E+04
   0.155600E+03   0.136434E+04   0.389955E+02   0.793000E+05   0.193717E+04
   0.155700E+03   0.136437E+04   0.389963E+02   0.793022E+05   0.193719E+04
   0.155800E+03   0.136439E+04   0.389969E+02   0.793045E+05   0.193721E+04
   0.155900E+03   0.136442E+04   0.389971E+02   0.793067E+05   0.193723E+04
   0.156000E+03   0.136445E+04   0.389985E+02   0.793089E+05   0.193725E+04
   0.156100E+03   0.136448E+04   0.389991E+02   0.793112E+05   0.193727E+04
   0.156200E+03   0.136450E+04   0.390014E+02   0.793134E+05   0.193727E+04
   0.156300E+03   0.136453E+04   0.390028E+02   0.793156E+05   0.193730E+04
   0.156400E+03   0.136456E+04   0.390034E+02   0.793178E+05   0.193729E+04
   0.156500E+03   0.136458E+04   0.390040E+02   0.793200E+05   0.193733E+04
   0.156600E+03   0.136461E+04   0.390058E+02   0.793222E+05   0.193733E+04
   0.156700E+03   0.136464E+04   0.390085E+02   0.793243E+05   0.193736E+04
   0.156800E+03   0.136466E+04   0.390067E+02   0.793265E+05   0.193739E+04
   0.156900E+03   0.136469E+04   0.390073E+02   0.793287E+05   0.193739E+04
   0.157000E+03   0.136471E+04   0.390083E+02   0.793308E+05   0.193743E+04
   0.157100E+03   0.136474E+04   0.390101E+02   0.793330E+05   0.193742E+04
   0.157200E+03   0.136477E+04   0.390127E+02   0.793351E+05   0.193744E+04
   0.157300E+03   0.136479E+04   0.390133E+02   0.793373E+05   0.193745E+04
   0.157400E+03   0.136482E+04   0.390132E+02   0.793394E+05   0.193748E+04
   0.157500E+03   0.136484E+04   0.390155E+02   0.793415E+05   0.193750E+04
   0.157600E+03   0.136487E+04   0.390158E+02   0.793436E+05   0.193753E+04
   0.157700E+03   0.136489E+04   0.390167E+02   0.793457E+05   0.193752E+04
   0.157800E+03   0.136492E+04   0.390184E+02   0.793478E+05   0.193755E+04
   0.157900E+03   0.136495E+04   0.390191E+02   0.793499E+05   0.193757E+04
   0.158000E+03   0.136497E+04   0.390197E+02   0.793520E+05   0.193756E+04
   0.158100E+03   0.136500E+04   0.390230E+02   0.793540E+05   0.193759E+04
   0.158200E+03   0.136502E+04   0.390236E+02   0.793561E+05   0.193761E+04
   0.158300E+03   0.136505E+04   0.390219E+02   0.793582E+05   0.193762E+04
   0.158400E+03   0.136507E+04   0.390255E+02   0.793602E+05   0.193765E+04
   0.158500E+03   0.136510E+04   0.390257E+02   0.793622E+05   0.193765E+04
   0.158600E+03   0.136512E+04   0.390274E+02   0.793643E+05   0.193768E+04
   0.158700E+03   0.136515E+04   0.390269E+02   0.793663E+05   0.193771E+04
   0.158800E+03   0.136517E+04   0.390297E+02   0.793683E+05   0.193770E+04
   0.158900E+03   0.136520E+04   0.390296E+02   0.793703E+05   0.193773E+04
   0.159000E+03   0.136522E+04   0.390314E+02   0.793723E+05   0.193773E+04
   0.159100E+03   0.136524E+04   0.390311E+02   0.793744E+05   0.193777E+04
   0.159200E+03   0.136527E+04   0.390322E+02   0.793763E+05   0.193778E+04
