#    time(ps)      <J(t,x=L)>        rms        <phi(t,x=L)>       rms  
   0.222300E+03   0.137133E+04   0.393680E+02   0.798749E+05   0.194576E+04
   0.222400E+03   0.137133E+04   0.393680E+02   0.798751E+05   0.194578E+04
   0.222500E+03   0.137133E+04   0.393711E+02   0.798753E+05   0.194579E+04
   0.222600E+03   0.137134E+04   0.393710E+02   0.798755E+05   0.194580E+04
   0.222700E+03   0.137134E+04   0.393693E+02   0.798757E+05   0.194577E+04
   0.222800E+03   0.137134E+04   0.393689E+02   0.798759E+05   0.194580E+04
   0.222900E+03   0.137134E+04   0.393694E+02   0.798761E+05   0.194582E+04
   0.223000E+03   0.137135E+04   0.393713E+02   0.798763E+05   0.194581E+04
   0.223100E+03   0.137135E+04   0.393696E+02   0.798765E+05   0.194582E+04
   0.223200E+03   0.137135E+04   0.393719E+02   0.798767E+05   0.194581E+04
   0.223300E+03   0.137135E+04   0.393719E+02   0.798769E+05   0.194583E+04
   0.223400E+03   0.137136E+04   0.393696E+02   0.798771E+05   0.194583E+04
   0.223500E+03   0.137136E+04   0.393713E+02   0.798773E+05   0.194585E+04
   0.223600E+03   0.137136E+04   0.393710E+02   0.798775E+05   0.194584E+04
   0.223700E+03   0.137136E+04   0.393721E+02   0.798777E+05   0.194587E+04
   0.223800E+03   0.137136E+04   0.393703E+02   0.798779E+05   0.194585E+04
   0.223900E+03   0.137137E+04   0.393735E+02   0.798781E+05   0.194585E+04
   0.224000E+03   0.137137E+04   0.393718E+02   0.798783E+05   0.194587E+04
   0.224100E+03   0.137137E+04   0.393721E+02   0.798785E+05   0.194588E+04
   0.224200E+03   0.137138E+04   0.393729E+02   0.798787E+05   0.194589E+04
   0.224300E+03   0.137138E+04   0.393730E+02   0.798789E+05   0.194590E+04
   0.224400E+03   0.137138E+04   0.393721E+02   0.798791E+05   0.194589E+04
   0.224500E+03   0.137138E+04   0.393728E+02   0.798793E+05   0.194591E+04
   0.224600E+03   0.137138E+04   0.393732E+02   0.798795E+05   0.194591E+04
   0.224700E+03   0.137139E+04   0.393726E+02   0.798797E+05   0.194590E+04
   0.224800E+03   0.137139E+04   0.393729E+02   0.798799E+05   0.194593E+04
   0.224900E+03   0.137139E+04   0.393754E+02   0.798801E+05   0.194591E+04
   0.225000E+03   0.137139E+04   0.393737E+02   0.798803E+05   0.194593E+04
   0.225100E+03   0.137139E+04   0.393725E+02   0.798805E+05   0.194594E+04
   0.225200E+03   0.137140E+04   0.393744E+02   0.798806E+05   0.194595E+04
   0.225300E+03   0.137140E+04   0.393757E+02   0.798808E+05   0.194594E+04
   0.225400E+03   0.137140E+04   0.393745E+02   0.798810E+05   0.194596E+04
   0.225500E+03   0.137140E+04   0.393741E+02   0.798812E+05   0.194596E+04
   0.225600E+03   0.137141E+04   0.393744E+02   0.798814E+05   0.194597E+04
   0.225700E+03   0.137141E+04   0.393762E+02   0.798816E+05   0.194596E+04
   0.225800E+03   0.137141E+04   0.393753E+02   0.798818E+05   0.194600E+04
   0.225900E+03   0.137141E+04   0.393744E+02   0.798820E+05   0.194598E+04
   0.226000E+03   0.137142E+04   0.393764E+02   0.798821E+05   0.194599E+04
   0.226100E+03   0.137142E+04   0.393765E+02   0.798823E+05   0.194599E+04
   0.226200E+03   0.137142E+04   0.393761E+02   0.798825E+05   0.194601E+04
   0.226300E+03   0.137142E+04   0.393753E+02   0.798827E+05   0.194600E+04
   0.226400E+03   0.137143E+04   0.393769E+02   0.798829E+05   0.194600E+04
   0.226500E+03   0.137143E+04   0.393777E+02   0.798831E+05   0.194601E+04
   0.226600E+03   0.137143E+04   0.393773E+02   0.798832E+05   0.194602E+04
   0.226700E+03   0.137143E+04   0.393747E+02   0.798834E+05   0.194603E+04
   0.226800E+03   0.137144E+04   0.393780E+02   0.798836E+05   0.194604E+04
   0.226900E+03   0.137144E+04   0.393780E+02   0.798838E+05   0.194604E+04
   0.227000E+03   0.137144E+04   0.393786E+02   0.798839E+05   0.194605E+04
   0.227100E+03   0.137144E+04   0.393777E+02   0.798841E+05   0.194606E+04
   0.227200E+03   0.137144E+04   0.393778E+02   0.798843E+05   0.194607E+04
   0.227300E+03   0.137145E+04   0.393785E+02   0.798845E+05   0.194606E+04
   0.227400E+03   0.137145E+04   0.393780E+02   0.798847E+05   0.194607E+04
   0.227500E+03   0.137145E+04   0.393780E+02   0.798848E+05   0.194608E+04
   0.227600E+03   0.137145E+04   0.393781E+02   0.798850E+05   0.194609E+04
   0.227700E+03   0.137145E+04   0.393788E+02   0.798852E+05   0.194609E+04
   0.227800E+03   0.137145E+04   0.393802E+02   0.798853E+05   0.194612E+04
   0.227900E+03   0.137146E+04   0.393807E+02   0.798855E+05   0.194612E+04
   0.228000E+03   0.137146E+04   0.393794E+02   0.798857E+05   0.194611E+04
   0.228100E+03   0.137146E+04   0.393788E+02   0.798859E+05   0.194611E+04
   0.228200E+03   0.137146E+04   0.393796E+02   0.798860E+05   0.194612E+04
   0.228300E+03   0.137146E+04   0.393814E+02   0.798862E+05   0.194613E+04
   0.228400E+03   0.137147E+04   0.393788E+02   0.798863E+05   0.194613E+04
   0.228500E+03   0.137147E+04   0.393804E+02   0.798865E+05   0.194613E+04
   0.228600E+03   0.137147E+04   0.393804E+02   0.798867E+05   0.194615E+04
   0.228700E+03   0.137147E+04   0.393826E+02   0.798869E+05   0.194615E+04
   0.228800E+03   0.137148E+04   0.393813E+02   0.798870E+05   0.194618E+04
   0.228900E+03   0.137148E+04   0.393805E+02   0.798872E+05   0.194617E+04
   0.229000E+03   0.137148E+04   0.393804E+02   0.798874E+05   0.194618E+04
   0.229100E+03   0.137148E+04   0.393821E+02   0.798876E+05   0.194618E+04
   0.229200E+03   0.137148E+04   0.393813E+02   0.798877E+05   0.194619E+04
   0.229300E+03   0.137149E+04   0.393804E+02   0.798879E+05   0.194619E+04
   0.229400E+03   0.137149E+04   0.393811E+02   0.798880E+05   0.194618E+04
   0.229500E+03   0.137149E+04   0.393828E+02   0.798882E+05   0.194620E+04
   0.229600E+03   0.137149E+04   0.393838E+02   0.798884E+05   0.194621E+04
   0.229700E+03   0.137150E+04   0.393830E+02   0.798885E+05   0.194621E+04
   0.229800E+03   0.137150E+04   0.393812E+02   0.798887E+05   0.194620E+04
   0.229900E+03   0.137150E+04   0.393811E+02   0.798888E+05   0.194618E+04
   0.230000E+03   0.137150E+04   0.393837E+02   0.798890E+05   0.194621E+04
   0.230100E+03   0.137150E+04   0.393829E+02   0.798892E+05   0.194622E+04
   0.230200E+03   0.137150E+04   0.393829E+02   0.798893E+05   0.194622E+04
   0.230300E+03   0.137151E+04   0.393819E+02   0.798895E+05   0.194622E+04
   0.230400E+03   0.137151E+04   0.393840E+02   0.798896E+05   0.194625E+04
   0.230500E+03   0.137151E+04   0.393845E+02   0.798898E+05   0.194625E+04
   0.230600E+03   0.137151E+04   0.393837E+02   0.798899E+05   0.194624E+04
   0.230700E+03   0.137151E+04   0.393837E+02   0.798901E+05   0.194626E+04
   0.230800E+03   0.137152E+04   0.393844E+02   0.798903E+05   0.194626E+04
   0.230900E+03   0.137152E+04   0.393844E+02   0.798904E+05   0.194625E+04
   0.231000E+03   0.137152E+04   0.393848E+02   0.798906E+05   0.194627E+04
   0.231100E+03   0.137152E+04   0.393845E+02   0.798907E+05   0.194625E+04
   0.231200E+03   0.137152E+04   0.393840E+02   0.798909E+05   0.194627E+04
   0.231300E+03   0.137153E+04   0.393847E+02   0.798910E+05   0.194629E+04
   0.231400E+03   0.137153E+04   0.393847E+02   0.798912E+05   0.194629E+04
   0.231500E+03   0.137153E+04   0.393853E+02   0.798913E+05   0.194630E+04
   0.231600E+03   0.137153E+04   0.393853E+02   0.798915E+05   0.194631E+04
   0.231700E+03   0.137153E+04   0.393870E+02   0.798917E+05   0.194631E+04
   0.231800E+03   0.137153E+04   0.393852E+02   0.798918E+05   0.194630E+04
   0.231900E+03   0.137154E+04   0.393860E+02   0.798919E+05   0.194631E+04
   0.232000E+03   0.137154E+04   0.393852E+02   0.798921E+05   0.194632E+04
   0.232100E+03   0.137154E+04   0.393848E+02   0.798922E+05   0.194633E+04
   0.232200E+03   0.137154E+04   0.393865E+02   0.798924E+05   0.194634E+04
   0.232300E+03   0.137154E+04   0.393863E+02   0.798925E+05   0.194633E+04
   0.232400E+03   0.137154E+04   0.393863E+02   0.798927E+05   0.194633E+04
   0.232500E+03   0.137155E+04   0.393860E+02   0.798928E+05   0.194635E+04
   0.232600E+03   0.137155E+04   0.393878E+02   0.798930E+05   0.194635E+04
   0.232700E+03   0.137155E+04   0.393886E+02   0.798931E+05   0.194636E+04
   0.232800E+03   0.137155E+04   0.393868E+02   0.798933E+05   0.194636E+04
   0.232900E+03   0.137155E+04   0.393863E+02   0.798934E+05   0.194635E+04
   0.233000E+03   0.137156E+04   0.393855E+02   0.798935E+05   0.194638E+04
   0.233100E+03   0.137156E+04   0.393872E+02   0.798937E+05   0.194638E+04
   0.233200E+03   0.137156E+04   0.393881E+02   0.798938E+05   0.194636E+04
   0.233300E+03   0.137156E+04   0.393888E+02   0.798940E+05   0.194638E+04
   0.233400E+03   0.137156E+04   0.393871E+02   0.798941E+05   0.194640E+04
   0.233500E+03   0.137156E+04   0.393868E+02   0.798942E+05   0.194640E+04
   0.233600E+03   0.137157E+04   0.393894E+02   0.798944E+05   0.194641E+04
   0.233700E+03   0.137157E+04   0.393894E+02   0.798945E+05   0.194640E+04
   0.233800E+03   0.137157E+04   0.393893E+02   0.798947E+05   0.194642E+04
   0.233900E+03   0.137157E+04   0.393871E+02   0.798948E+05   0.194640E+04
   0.234000E+03   0.137158E+04   0.393888E+02   0.798949E+05   0.194642E+04
   0.234100E+03   0.137158E+04   0.393888E+02   0.798951E+05   0.194642E+04
   0.234200E+03   0.137158E+04   0.393888E+02   0.798952E+05   0.194642E+04
   0.234300E+03   0.137158E+04   0.393889E+02   0.798954E+05   0.194642E+04
   0.234400E+03   0.137158E+04   0.393904E+02   0.798955E+05   0.194645E+04
   0.234500E+03   0.137158E+04   0.393908E+02   0.798956E+05   0.194643E+04
   0.234600E+03   0.137158E+04   0.393901E+02   0.798958E+05   0.194645E+04
   0.234700E+03   0.137158E+04   0.393901E+02   0.798959E+05   0.194644E+04
   0.234800E+03   0.137159E+04   0.393897E+02   0.798960E+05   0.194646E+04
   0.234900E+03   0.137159E+04   0.393904E+02   0.798962E+05   0.194645E+04
   0.235000E+03   0.137159E+04   0.393908E+02   0.798963E+05   0.194648E+04
   0.235100E+03   0.137159E+04   0.393896E+02   0.798964E+05   0.194647E+04
   0.235200E+03   0.137159E+04   0.393896E+02   0.798966E+05   0.194647E+04
   0.235300E+03   0.137159E+04   0.393904E+02   0.798967E+05   0.194649E+04
   0.235400E+03   0.137160E+04   0.393911E+02   0.798968E+05   0.194648E+04
   0.235500E+03   0.137160E+04   0.393929E+02   0.798970E+05   0.194649E+04
   0.235600E+03   0.137160E+04   0.393915E+02   0.798971E+05   0.194649E+04
   0.235700E+03   0.137160E+04   0.393909E+02   0.798972E+05   0.194649E+04
   0.235800E+03   0.137160E+04   0.393912E+02   0.798974E+05   0.194652E+04
   0.235900E+03   0.137160E+04   0.393913E+02   0.798975E+05   0.194648E+04
   0.236000E+03   0.137161E+04   0.393937E+02   0.798976E+05   0.194651E+04
   0.236100E+03   0.137161E+04   0.393933E+02   0.798977E+05   0.194651E+04
   0.236200E+03   0.137161E+04   0.393912E+02   0.798979E+05   0.194652E+04
   0.236300E+03   0.137161E+04   0.393912E+02   0.798980E+05   0.194652E+04
   0.236400E+03   0.137161E+04   0.393912E+02   0.798981E+05   0.194651E+04
   0.236500E+03   0.137161E+04   0.393912E+02   0.798983E+05   0.194654E+04
   0.236600E+03   0.137161E+04   0.393936E+02   0.798984E+05   0.194654E+04
   0.236700E+03   0.137162E+04   0.393949E+02   0.798985E+05   0.194654E+04
   0.236800E+03   0.137162E+04   0.393915E+02   0.798986E+05   0.194654E+04
   0.236900E+03   0.137162E+04   0.393920E+02   0.798988E+05   0.194656E+04
   0.237000E+03   0.137162E+04   0.393920E+02   0.798989E+05   0.194655E+04
   0.237100E+03   0.137162E+04   0.393938E+02   0.798990E+05   0.194655E+04
   0.237200E+03   0.137162E+04   0.393953E+02   0.798991E+05   0.194657E+04
   0.237300E+03   0.137162E+04   0.393949E+02   0.798993E+05   0.194656E+04
   0.237400E+03   0.137163E+04   0.393919E+02   0.798994E+05   0.194656E+04
   0.237500E+03   0.137163E+04   0.393919E+02   0.798995E+05   0.194659E+04
   0.237600E+03   0.137163E+04   0.393928E+02   0.798996E+05   0.194657E+04
   0.237700E+03   0.137163E+04   0.393945E+02   0.798997E+05   0.194658E+04
   0.237800E+03   0.137163E+04   0.393948E+02   0.798999E+05   0.194659E+04
   0.237900E+03   0.137163E+04   0.393951E+02   0.799000E+05   0.194659E+04
   0.238000E+03   0.137163E+04   0.393922E+02   0.799001E+05   0.194658E+04
   0.238100E+03   0.137164E+04   0.393936E+02   0.799002E+05   0.194660E+04
   0.238200E+03   0.137164E+04   0.393954E+02   0.799003E+05   0.194661E+04
   0.238300E+03   0.137164E+04   0.393954E+02   0.799005E+05   0.194660E+04
   0.238400E+03   0.137164E+04   0.393961E+02   0.799006E+05   0.194661E+04
   0.238500E+03   0.137164E+04   0.393956E+02   0.799007E+05   0.194663E+04
   0.238600E+03   0.137164E+04   0.393953E+02   0.799008E+05   0.194661E+04
   0.238700E+03   0.137165E+04   0.393935E+02   0.799009E+05   0.194662E+04
   0.238800E+03   0.137165E+04   0.393953E+02   0.799011E+05   0.194663E+04
   0.238900E+03   0.137165E+04   0.393948E+02   0.799012E+05   0.194663E+04
   0.239000E+03   0.137165E+04   0.393955E+02   0.799013E+05   0.194664E+04
   0.239100E+03   0.137165E+04   0.393967E+02   0.799014E+05   0.194664E+04
   0.239200E+03   0.137165E+04   0.393956E+02   0.799015E+05   0.194664E+04
   0.239300E+03   0.137165E+04   0.393956E+02   0.799016E+05   0.194666E+04
   0.239400E+03   0.137166E+04   0.393961E+02   0.799018E+05   0.194665E+04
   0.239500E+03   0.137166E+04   0.393961E+02   0.799019E+05   0.194665E+04
   0.239600E+03   0.137166E+04   0.393961E+02   0.799020E+05   0.194666E+04
   0.239700E+03   0.137166E+04   0.393980E+02   0.799021E+05   0.194667E+04
   0.239800E+03   0.137166E+04   0.393968E+02   0.799022E+05   0.194668E+04
   0.239900E+03   0.137166E+04   0.393977E+02   0.799023E+05   0.194668E+04
   0.240000E+03   0.137166E+04   0.393960E+02   0.799024E+05   0.194669E+04
   0.240100E+03   0.137167E+04   0.393956E+02   0.799025E+05   0.194668E+04
   0.240200E+03   0.137167E+04   0.393964E+02   0.799027E+05   0.194670E+04
   0.240300E+03   0.137167E+04   0.393975E+02   0.799028E+05   0.194669E+04
   0.240400E+03   0.137167E+04   0.393975E+02   0.799029E+05   0.194669E+04
   0.240500E+03   0.137167E+04   0.393980E+02   0.799030E+05   0.194669E+04
   0.240600E+03   0.137167E+04   0.393980E+02   0.799031E+05   0.194670E+04
   0.240700E+03   0.137167E+04   0.393972E+02   0.799032E+05   0.194670E+04
   0.240800E+03   0.137167E+04   0.393977E+02   0.799033E+05   0.194673E+04
   0.240900E+03   0.137167E+04   0.393977E+02   0.799034E+05   0.194673E+04
   0.241000E+03   0.137168E+04   0.393988E+02   0.799035E+05   0.194670E+04
   0.241100E+03   0.137168E+04   0.393976E+02   0.799036E+05   0.194672E+04
   0.241200E+03   0.137168E+04   0.393993E+02   0.799037E+05   0.194673E+04
   0.241300E+03   0.137168E+04   0.393989E+02   0.799039E+05   0.194673E+04
   0.241400E+03   0.137168E+04   0.393972E+02   0.799039E+05   0.194674E+04
   0.241500E+03   0.137168E+04   0.393972E+02   0.799040E+05   0.194674E+04
   0.241600E+03   0.137168E+04   0.393975E+02   0.799042E+05   0.194671E+04
   0.241700E+03   0.137169E+04   0.393983E+02   0.799043E+05   0.194675E+04
   0.241800E+03   0.137169E+04   0.393996E+02   0.799044E+05   0.194676E+04
   0.241900E+03   0.137169E+04   0.393996E+02   0.799045E+05   0.194676E+04
   0.242000E+03   0.137169E+04   0.393996E+02   0.799046E+05   0.194676E+04
   0.242100E+03   0.137169E+04   0.393996E+02   0.799047E+05   0.194677E+04
   0.242200E+03   0.137169E+04   0.393984E+02   0.799048E+05   0.194677E+04
   0.242300E+03   0.137169E+04   0.393988E+02   0.799049E+05   0.194676E+04
   0.242400E+03   0.137170E+04   0.394021E+02   0.799050E+05   0.194678E+04
   0.242500E+03   0.137170E+04   0.394005E+02   0.799051E+05   0.194678E+04
   0.242600E+03   0.137170E+04   0.394005E+02   0.799052E+05   0.194677E+04
   0.242700E+03   0.137170E+04   0.394005E+02   0.799053E+05   0.194677E+04
   0.242800E+03   0.137170E+04   0.393996E+02   0.799054E+05   0.194679E+04
   0.242900E+03   0.137170E+04   0.393987E+02   0.799055E+05   0.194680E+04
   0.243000E+03   0.137170E+04   0.393992E+02   0.799056E+05   0.194679E+04
   0.243100E+03   0.137171E+04   0.394016E+02   0.799057E+05   0.194681E+04
   0.243200E+03   0.137171E+04   0.394004E+02   0.799058E+05   0.194682E+04
   0.243300E+03   0.137171E+04   0.394004E+02   0.799059E+05   0.194680E+04
   0.243400E+03   0.137171E+04   0.394004E+02   0.799060E+05   0.194682E+04
   0.243500E+03   0.137171E+04   0.394012E+02   0.799061E+05   0.194682E+04
   0.243600E+03   0.137171E+04   0.394012E+02   0.799062E+05   0.194682E+04
   0.243700E+03   0.137171E+04   0.394022E+02   0.799063E+05   0.194682E+04
   0.243800E+03   0.137171E+04   0.394024E+02   0.799064E+05   0.194683E+04
   0.243900E+03   0.137172E+04   0.394012E+02   0.799065E+05   0.194682E+04
   0.244000E+03   0.137172E+04   0.394012E+02   0.799066E+05   0.194683E+04
   0.244100E+03   0.137172E+04   0.394021E+02   0.799067E+05   0.194685E+04
   0.244200E+03   0.137172E+04   0.394021E+02   0.799068E+05   0.194683E+04
   0.244300E+03   0.137172E+04   0.394012E+02   0.799069E+05   0.194684E+04
   0.244400E+03   0.137172E+04   0.394030E+02   0.799070E+05   0.194684E+04
   0.244500E+03   0.137172E+04   0.394017E+02   0.799071E+05   0.194684E+04
   0.244600E+03   0.137172E+04   0.394024E+02   0.799072E+05   0.194686E+04
   0.244700E+03   0.137172E+04   0.394020E+02   0.799073E+05   0.194686E+04
   0.244800E+03   0.137172E+04   0.394020E+02   0.799074E+05   0.194686E+04
   0.244900E+03   0.137172E+04   0.394020E+02   0.799074E+05   0.194686E+04
   0.245000E+03   0.137172E+04   0.394020E+02   0.799075E+05   0.194687E+04
   0.245100E+03   0.137173E+04   0.394037E+02   0.799076E+05   0.194687E+04
   0.245200E+03   0.137173E+04   0.394037E+02   0.799077E+05   0.194688E+04
   0.245300E+03   0.137173E+04   0.394019E+02   0.799078E+05   0.194690E+04
   0.245400E+03   0.137173E+04   0.394040E+02   0.799079E+05   0.194689E+04
   0.245500E+03   0.137173E+04   0.394028E+02   0.799080E+05   0.194689E+04
   0.245600E+03   0.137173E+04   0.394028E+02   0.799081E+05   0.194689E+04
   0.245700E+03   0.137173E+04   0.394028E+02   0.799082E+05   0.194691E+04
   0.245800E+03   0.137173E+04   0.394028E+02   0.799083E+05   0.194690E+04
   0.245900E+03   0.137174E+04   0.394046E+02   0.799084E+05   0.194690E+04
   0.246000E+03   0.137174E+04   0.394050E+02   0.799085E+05   0.194690E+04
   0.246100E+03   0.137174E+04   0.394032E+02   0.799086E+05   0.194691E+04
   0.246200E+03   0.137174E+04   0.394027E+02   0.799086E+05   0.194690E+04
   0.246300E+03   0.137174E+04   0.394027E+02   0.799088E+05   0.194690E+04
   0.246400E+03   0.137174E+04   0.394027E+02   0.799088E+05   0.194690E+04
   0.246500E+03   0.137174E+04   0.394027E+02   0.799089E+05   0.194690E+04
   0.246600E+03   0.137174E+04   0.394045E+02   0.799090E+05   0.194691E+04
   0.246700E+03   0.137175E+04   0.394049E+02   0.799091E+05   0.194691E+04
   0.246800E+03   0.137175E+04   0.394053E+02   0.799092E+05   0.194693E+04
   0.246900E+03   0.137175E+04   0.394053E+02   0.799093E+05   0.194693E+04
   0.247000E+03   0.137175E+04   0.394042E+02   0.799094E+05   0.194695E+04
   0.247100E+03   0.137175E+04   0.394036E+02   0.799094E+05   0.194695E+04
   0.247200E+03   0.137175E+04   0.394036E+02   0.799095E+05   0.194695E+04
   0.247300E+03   0.137175E+04   0.394044E+02   0.799096E+05   0.194695E+04
   0.247400E+03   0.137175E+04   0.394062E+02   0.799097E+05   0.194695E+04
   0.247500E+03   0.137175E+04   0.394062E+02   0.799098E+05   0.194696E+04
