#    time(ps)        R(t,x=0)       J(t,x=L)
   0.386000E+02   0.459164E+04   0.158058E+04
   0.387000E+02   0.459284E+04   0.158177E+04
   0.388000E+02   0.459403E+04   0.158296E+04
   0.389000E+02   0.459521E+04   0.158414E+04
   0.390000E+02   0.459639E+04   0.158531E+04
   0.391000E+02   0.459755E+04   0.158648E+04
   0.392000E+02   0.459870E+04   0.158763E+04
   0.393000E+02   0.459985E+04   0.158877E+04
   0.394000E+02   0.460099E+04   0.158991E+04
   0.395000E+02   0.460212E+04   0.159104E+04
   0.396000E+02   0.460324E+04   0.159216E+04
   0.397000E+02   0.460435E+04   0.159327E+04
   0.398000E+02   0.460545E+04   0.159437E+04
   0.399000E+02   0.460655E+04   0.159546E+04
   0.400000E+02   0.460763E+04   0.159655E+04
   0.401000E+02   0.460871E+04   0.159763E+04
   0.402000E+02   0.460978E+04   0.159870E+04
   0.403000E+02   0.461084E+04   0.159976E+04
   0.404000E+02   0.461190E+04   0.160081E+04
   0.405000E+02   0.461294E+04   0.160185E+04
   0.406000E+02   0.461398E+04   0.160289E+04
   0.407000E+02   0.461501E+04   0.160392E+04
   0.408000E+02   0.461604E+04   0.160494E+04
   0.409000E+02   0.461705E+04   0.160596E+04
   0.410000E+02   0.461806E+04   0.160696E+04
   0.411000E+02   0.461906E+04   0.160796E+04
   0.412000E+02   0.462005E+04   0.160895E+04
   0.413000E+02   0.462103E+04   0.160994E+04
   0.414000E+02   0.462201E+04   0.161091E+04
   0.415000E+02   0.462298E+04   0.161188E+04
   0.416000E+02   0.462394E+04   0.161284E+04
   0.417000E+02   0.462490E+04   0.161380E+04
   0.418000E+02   0.462584E+04   0.161474E+04
   0.419000E+02   0.462679E+04   0.161568E+04
   0.420000E+02   0.462772E+04   0.161662E+04
   0.421000E+02   0.462865E+04   0.161754E+04
   0.422000E+02   0.462956E+04   0.161846E+04
   0.423000E+02   0.463048E+04   0.161937E+04
   0.424000E+02   0.463138E+04   0.162028E+04
   0.425000E+02   0.463228E+04   0.162117E+04
   0.426000E+02   0.463317E+04   0.162207E+04
   0.427000E+02   0.463406E+04   0.162295E+04
   0.428000E+02   0.463494E+04   0.162383E+04
   0.429000E+02   0.463581E+04   0.162470E+04
   0.430000E+02   0.463667E+04   0.162556E+04
   0.431000E+02   0.463753E+04   0.162642E+04
   0.432000E+02   0.463838E+04   0.162727E+04
   0.433000E+02   0.463923E+04   0.162812E+04
   0.434000E+02   0.464007E+04   0.162896E+04
   0.435000E+02   0.464090E+04   0.162979E+04
   0.436000E+02   0.464173E+04   0.163062E+04
   0.437000E+02   0.464255E+04   0.163143E+04
   0.438000E+02   0.464336E+04   0.163225E+04
   0.439000E+02   0.464417E+04   0.163306E+04
   0.440000E+02   0.464497E+04   0.163386E+04
   0.441000E+02   0.464577E+04   0.163465E+04
   0.442000E+02   0.464656E+04   0.163544E+04
   0.443000E+02   0.464734E+04   0.163623E+04
   0.444000E+02   0.464812E+04   0.163700E+04
   0.445000E+02   0.464889E+04   0.163777E+04
   0.446000E+02   0.464965E+04   0.163854E+04
   0.447000E+02   0.465041E+04   0.163930E+04
   0.448000E+02   0.465117E+04   0.164005E+04
   0.449000E+02   0.465192E+04   0.164080E+04
   0.450000E+02   0.465266E+04   0.164154E+04
   0.451000E+02   0.465340E+04   0.164228E+04
   0.452000E+02   0.465413E+04   0.164301E+04
   0.453000E+02   0.465486E+04   0.164374E+04
   0.454000E+02   0.465558E+04   0.164446E+04
   0.455000E+02   0.465629E+04   0.164517E+04
   0.456000E+02   0.465700E+04   0.164588E+04
   0.457000E+02   0.465771E+04   0.164659E+04
   0.458000E+02   0.465841E+04   0.164729E+04
   0.459000E+02   0.465910E+04   0.164798E+04
   0.460000E+02   0.465979E+04   0.164867E+04
   0.461000E+02   0.466047E+04   0.164935E+04
   0.462000E+02   0.466115E+04   0.165003E+04
   0.463000E+02   0.466182E+04   0.165070E+04
   0.464000E+02   0.466249E+04   0.165137E+04
   0.465000E+02   0.466315E+04   0.165203E+04
   0.466000E+02   0.466381E+04   0.165269E+04
   0.467000E+02   0.466446E+04   0.165334E+04
   0.468000E+02   0.466511E+04   0.165399E+04
   0.469000E+02   0.466576E+04   0.165464E+04
   0.470000E+02   0.466639E+04   0.165527E+04
   0.471000E+02   0.466703E+04   0.165591E+04
   0.472000E+02   0.466766E+04   0.165654E+04
   0.473000E+02   0.466828E+04   0.165716E+04
   0.474000E+02   0.466890E+04   0.165778E+04
   0.475000E+02   0.466951E+04   0.165839E+04
   0.476000E+02   0.467012E+04   0.165900E+04
   0.477000E+02   0.467073E+04   0.165961E+04
   0.478000E+02   0.467133E+04   0.166021E+04
   0.479000E+02   0.467193E+04   0.166080E+04
   0.480000E+02   0.467252E+04   0.166139E+04
   0.481000E+02   0.467310E+04   0.166198E+04
   0.482000E+02   0.467369E+04   0.166256E+04
   0.483000E+02   0.467426E+04   0.166314E+04
   0.484000E+02   0.467484E+04   0.166372E+04
   0.485000E+02   0.467541E+04   0.166429E+04
   0.486000E+02   0.467597E+04   0.166485E+04
   0.487000E+02   0.467653E+04   0.166541E+04
   0.488000E+02   0.467709E+04   0.166597E+04
   0.489000E+02   0.467764E+04   0.166652E+04
   0.490000E+02   0.467819E+04   0.166707E+04
   0.491000E+02   0.467874E+04   0.166761E+04
   0.492000E+02   0.467928E+04   0.166815E+04
   0.493000E+02   0.467981E+04   0.166869E+04
   0.494000E+02   0.468034E+04   0.166922E+04
   0.495000E+02   0.468087E+04   0.166975E+04
   0.496000E+02   0.468139E+04   0.167027E+04
   0.497000E+02   0.468191E+04   0.167079E+04
   0.498000E+02   0.468243E+04   0.167131E+04
   0.499000E+02   0.468294E+04   0.167182E+04
   0.500000E+02   0.468345E+04   0.167233E+04
   0.501000E+02   0.468395E+04   0.167283E+04
   0.502000E+02   0.468446E+04   0.167333E+04
   0.503000E+02   0.468495E+04   0.167383E+04
   0.504000E+02   0.468544E+04   0.167432E+04
   0.505000E+02   0.468593E+04   0.167481E+04
   0.506000E+02   0.468642E+04   0.167530E+04
   0.507000E+02   0.468690E+04   0.167578E+04
   0.508000E+02   0.468738E+04   0.167625E+04
   0.509000E+02   0.468785E+04   0.167673E+04
   0.510000E+02   0.468832E+04   0.167720E+04
   0.511000E+02   0.468879E+04   0.167767E+04
   0.512000E+02   0.468926E+04   0.167813E+04
   0.513000E+02   0.468972E+04   0.167859E+04
   0.514000E+02   0.469017E+04   0.167905E+04
   0.515000E+02   0.469063E+04   0.167950E+04
   0.516000E+02   0.469108E+04   0.167995E+04
   0.517000E+02   0.469152E+04   0.168040E+04
   0.518000E+02   0.469197E+04   0.168084E+04
   0.519000E+02   0.469241E+04   0.168128E+04
   0.520000E+02   0.469284E+04   0.168172E+04
   0.521000E+02   0.469328E+04   0.168215E+04
   0.522000E+02   0.469371E+04   0.168258E+04
   0.523000E+02   0.469413E+04   0.168301E+04
   0.524000E+02   0.469456E+04   0.168343E+04
