#    time(ps)        R(t,x=0)       J(t,x=L)
   0.537000E+02   0.450571E+04   0.149519E+04
   0.538000E+02   0.450683E+04   0.149630E+04
   0.539000E+02   0.450794E+04   0.149740E+04
   0.540000E+02   0.450905E+04   0.149850E+04
   0.541000E+02   0.451015E+04   0.149959E+04
   0.542000E+02   0.451125E+04   0.150068E+04
   0.543000E+02   0.451234E+04   0.150176E+04
   0.544000E+02   0.451343E+04   0.150284E+04
   0.545000E+02   0.451451E+04   0.150391E+04
   0.546000E+02   0.451558E+04   0.150498E+04
   0.547000E+02   0.451665E+04   0.150604E+04
   0.548000E+02   0.451772E+04   0.150710E+04
   0.549000E+02   0.451878E+04   0.150815E+04
   0.550000E+02   0.451984E+04   0.150920E+04
   0.551000E+02   0.452089E+04   0.151025E+04
   0.552000E+02   0.452194E+04   0.151128E+04
   0.553000E+02   0.452298E+04   0.151232E+04
   0.554000E+02   0.452402E+04   0.151335E+04
