#    time(ps)        R(t,x=0)       J(t,x=L)
   0.295000E+02   0.386838E+04   0.108246E+04
   0.296000E+02   0.387247E+04   0.108491E+04
   0.297000E+02   0.387654E+04   0.108735E+04
   0.298000E+02   0.388059E+04   0.108979E+04
   0.299000E+02   0.388462E+04   0.109221E+04
   0.300000E+02   0.388863E+04   0.109463E+04
   0.301000E+02   0.389261E+04   0.109704E+04
   0.302000E+02   0.389658E+04   0.109945E+04
   0.303000E+02   0.390053E+04   0.110184E+04
   0.304000E+02   0.390446E+04   0.110423E+04
   0.305000E+02   0.390837E+04   0.110661E+04
   0.306000E+02   0.391226E+04   0.110898E+04
   0.307000E+02   0.391613E+04   0.111135E+04
   0.308000E+02   0.391999E+04   0.111370E+04
   0.309000E+02   0.392382E+04   0.111605E+04
   0.310000E+02   0.392764E+04   0.111839E+04
   0.311000E+02   0.393143E+04   0.112073E+04
   0.312000E+02   0.393521E+04   0.112305E+04
   0.313000E+02   0.393897E+04   0.112537E+04
   0.314000E+02   0.394271E+04   0.112769E+04
   0.315000E+02   0.394643E+04   0.112999E+04
   0.316000E+02   0.395013E+04   0.113229E+04
   0.317000E+02   0.395382E+04   0.113457E+04
   0.318000E+02   0.395749E+04   0.113686E+04
   0.319000E+02   0.396114E+04   0.113913E+04
   0.320000E+02   0.396477E+04   0.114140E+04
   0.321000E+02   0.396839E+04   0.114366E+04
   0.322000E+02   0.397198E+04   0.114591E+04
   0.323000E+02   0.397556E+04   0.114815E+04
   0.324000E+02   0.397912E+04   0.115039E+04
   0.325000E+02   0.398267E+04   0.115262E+04
   0.326000E+02   0.398620E+04   0.115485E+04
   0.327000E+02   0.398971E+04   0.115706E+04
   0.328000E+02   0.399320E+04   0.115927E+04
   0.329000E+02   0.399668E+04   0.116147E+04
   0.330000E+02   0.400014E+04   0.116367E+04
   0.331000E+02   0.400358E+04   0.116585E+04
   0.332000E+02   0.400701E+04   0.116803E+04
   0.333000E+02   0.401042E+04   0.117020E+04
   0.334000E+02   0.401381E+04   0.117237E+04
   0.335000E+02   0.401719E+04   0.117453E+04
   0.336000E+02   0.402055E+04   0.117668E+04
   0.337000E+02   0.402389E+04   0.117882E+04
   0.338000E+02   0.402722E+04   0.118095E+04
   0.339000E+02   0.403054E+04   0.118308E+04
   0.340000E+02   0.403383E+04   0.118520E+04
   0.341000E+02   0.403711E+04   0.118732E+04
   0.342000E+02   0.404038E+04   0.118942E+04
   0.343000E+02   0.404363E+04   0.119152E+04
   0.344000E+02   0.404686E+04   0.119362E+04
   0.345000E+02   0.405008E+04   0.119570E+04
   0.346000E+02   0.405329E+04   0.119778E+04
   0.347000E+02   0.405647E+04   0.119986E+04
   0.348000E+02   0.405965E+04   0.120192E+04
   0.349000E+02   0.406281E+04   0.120398E+04
   0.350000E+02   0.406595E+04   0.120603E+04
   0.351000E+02   0.406908E+04   0.120808E+04
   0.352000E+02   0.407219E+04   0.121012E+04
   0.353000E+02   0.407529E+04   0.121215E+04
   0.354000E+02   0.407837E+04   0.121417E+04
   0.355000E+02   0.408144E+04   0.121619E+04
   0.356000E+02   0.408450E+04   0.121820E+04
   0.357000E+02   0.408754E+04   0.122021E+04
   0.358000E+02   0.409057E+04   0.122220E+04
   0.359000E+02   0.409358E+04   0.122419E+04
   0.360000E+02   0.409658E+04   0.122618E+04
   0.361000E+02   0.409956E+04   0.122815E+04
   0.362000E+02   0.410253E+04   0.123012E+04
   0.363000E+02   0.410548E+04   0.123209E+04
   0.364000E+02   0.410843E+04   0.123404E+04
   0.365000E+02   0.411135E+04   0.123599E+04
   0.366000E+02   0.411427E+04   0.123794E+04
   0.367000E+02   0.411717E+04   0.123987E+04
   0.368000E+02   0.412006E+04   0.124180E+04
   0.369000E+02   0.412293E+04   0.124372E+04
   0.370000E+02   0.412579E+04   0.124564E+04
   0.371000E+02   0.412864E+04   0.124755E+04
   0.372000E+02   0.413147E+04   0.124945E+04
   0.373000E+02   0.413429E+04   0.125135E+04
   0.374000E+02   0.413710E+04   0.125324E+04
   0.375000E+02   0.413989E+04   0.125512E+04
   0.376000E+02   0.414268E+04   0.125700E+04
   0.377000E+02   0.414545E+04   0.125887E+04
   0.378000E+02   0.414820E+04   0.126073E+04
   0.379000E+02   0.415094E+04   0.126259E+04
   0.380000E+02   0.415367E+04   0.126444E+04
   0.381000E+02   0.415639E+04   0.126628E+04
   0.382000E+02   0.415910E+04   0.126812E+04
   0.383000E+02   0.416179E+04   0.126995E+04
   0.384000E+02   0.416447E+04   0.127178E+04
   0.385000E+02   0.416714E+04   0.127359E+04
   0.386000E+02   0.416979E+04   0.127541E+04
   0.387000E+02   0.417244E+04   0.127721E+04
   0.388000E+02   0.417507E+04   0.127901E+04
   0.389000E+02   0.417769E+04   0.128080E+04
   0.390000E+02   0.418029E+04   0.128259E+04
   0.391000E+02   0.418289E+04   0.128437E+04
   0.392000E+02   0.418547E+04   0.128614E+04
   0.393000E+02   0.418804E+04   0.128791E+04
   0.394000E+02   0.419060E+04   0.128967E+04
   0.395000E+02   0.419315E+04   0.129142E+04
   0.396000E+02   0.419569E+04   0.129317E+04
   0.397000E+02   0.419821E+04   0.129491E+04
   0.398000E+02   0.420072E+04   0.129665E+04
   0.399000E+02   0.420322E+04   0.129838E+04
   0.400000E+02   0.420571E+04   0.130010E+04
   0.401000E+02   0.420819E+04   0.130182E+04
   0.402000E+02   0.421066E+04   0.130353E+04
   0.403000E+02   0.421312E+04   0.130523E+04
   0.404000E+02   0.421556E+04   0.130693E+04
   0.405000E+02   0.421799E+04   0.130863E+04
   0.406000E+02   0.422042E+04   0.131031E+04
   0.407000E+02   0.422283E+04   0.131199E+04
   0.408000E+02   0.422523E+04   0.131367E+04
   0.409000E+02   0.422762E+04   0.131534E+04
   0.410000E+02   0.423000E+04   0.131700E+04
   0.411000E+02   0.423236E+04   0.131866E+04
   0.412000E+02   0.423472E+04   0.132031E+04
   0.413000E+02   0.423707E+04   0.132195E+04
   0.414000E+02   0.423940E+04   0.132359E+04
   0.415000E+02   0.424173E+04   0.132522E+04
   0.416000E+02   0.424404E+04   0.132685E+04
   0.417000E+02   0.424635E+04   0.132847E+04
   0.418000E+02   0.424864E+04   0.133009E+04
   0.419000E+02   0.425093E+04   0.133170E+04
   0.420000E+02   0.425320E+04   0.133330E+04
   0.421000E+02   0.425546E+04   0.133490E+04
   0.422000E+02   0.425771E+04   0.133649E+04
   0.423000E+02   0.425996E+04   0.133808E+04
   0.424000E+02   0.426219E+04   0.133966E+04
   0.425000E+02   0.426441E+04   0.134123E+04
   0.426000E+02   0.426662E+04   0.134280E+04
   0.427000E+02   0.426883E+04   0.134436E+04
   0.428000E+02   0.427102E+04   0.134592E+04
   0.429000E+02   0.427320E+04   0.134747E+04
   0.430000E+02   0.427537E+04   0.134902E+04
   0.431000E+02   0.427754E+04   0.135056E+04
   0.432000E+02   0.427969E+04   0.135210E+04
   0.433000E+02   0.428183E+04   0.135363E+04
   0.434000E+02   0.428397E+04   0.135515E+04
   0.435000E+02   0.428609E+04   0.135667E+04
   0.436000E+02   0.428821E+04   0.135818E+04
   0.437000E+02   0.429031E+04   0.135969E+04
   0.438000E+02   0.429241E+04   0.136119E+04
   0.439000E+02   0.429450E+04   0.136269E+04
   0.440000E+02   0.429657E+04   0.136418E+04
   0.441000E+02   0.429864E+04   0.136567E+04
   0.442000E+02   0.430070E+04   0.136715E+04
   0.443000E+02   0.430275E+04   0.136862E+04
   0.444000E+02   0.430479E+04   0.137009E+04
   0.445000E+02   0.430682E+04   0.137156E+04
   0.446000E+02   0.430885E+04   0.137301E+04
   0.447000E+02   0.431086E+04   0.137447E+04
   0.448000E+02   0.431286E+04   0.137592E+04
   0.449000E+02   0.431486E+04   0.137736E+04
   0.450000E+02   0.431685E+04   0.137879E+04
   0.451000E+02   0.431883E+04   0.138023E+04
   0.452000E+02   0.432079E+04   0.138165E+04
   0.453000E+02   0.432276E+04   0.138307E+04
   0.454000E+02   0.432471E+04   0.138449E+04
   0.455000E+02   0.432665E+04   0.138590E+04
   0.456000E+02   0.432859E+04   0.138731E+04
   0.457000E+02   0.433051E+04   0.138871E+04
   0.458000E+02   0.433243E+04   0.139010E+04
   0.459000E+02   0.433434E+04   0.139149E+04
   0.460000E+02   0.433624E+04   0.139288E+04
   0.461000E+02   0.433813E+04   0.139426E+04
   0.462000E+02   0.434002E+04   0.139563E+04
   0.463000E+02   0.434189E+04   0.139700E+04
   0.464000E+02   0.434376E+04   0.139837E+04
   0.465000E+02   0.434562E+04   0.139973E+04
   0.466000E+02   0.434747E+04   0.140108E+04
