#    time(ps)        R(t,x=0)       J(t,x=L)
   0.450000E+02   0.450058E+04   0.123414E+04
   0.451000E+02   0.450225E+04   0.123576E+04
   0.452000E+02   0.450391E+04   0.123737E+04
   0.453000E+02   0.450556E+04   0.123898E+04
   0.454000E+02   0.450721E+04   0.124058E+04
   0.455000E+02   0.450885E+04   0.124218E+04
   0.456000E+02   0.451048E+04   0.124376E+04
   0.457000E+02   0.451210E+04   0.124535E+04
   0.458000E+02   0.451371E+04   0.124692E+04
   0.459000E+02   0.451532E+04   0.124849E+04
   0.460000E+02   0.451692E+04   0.125005E+04
   0.461000E+02   0.451852E+04   0.125160E+04
   0.462000E+02   0.452010E+04   0.125315E+04
   0.463000E+02   0.452168E+04   0.125469E+04
   0.464000E+02   0.452326E+04   0.125623E+04
   0.465000E+02   0.452482E+04   0.125776E+04
   0.466000E+02   0.452638E+04   0.125928E+04
   0.467000E+02   0.452793E+04   0.126079E+04
   0.468000E+02   0.452948E+04   0.126230E+04
   0.469000E+02   0.453101E+04   0.126381E+04
   0.470000E+02   0.453255E+04   0.126530E+04
   0.471000E+02   0.453407E+04   0.126679E+04
   0.472000E+02   0.453559E+04   0.126828E+04
   0.473000E+02   0.453710E+04   0.126975E+04
   0.474000E+02   0.453860E+04   0.127123E+04
   0.475000E+02   0.454010E+04   0.127269E+04
   0.476000E+02   0.454159E+04   0.127415E+04
   0.477000E+02   0.454307E+04   0.127560E+04
   0.478000E+02   0.454455E+04   0.127705E+04
   0.479000E+02   0.454602E+04   0.127849E+04
   0.480000E+02   0.454748E+04   0.127992E+04
   0.481000E+02   0.454894E+04   0.128135E+04
   0.482000E+02   0.455039E+04   0.128277E+04
   0.483000E+02   0.455183E+04   0.128419E+04
   0.484000E+02   0.455327E+04   0.128560E+04
   0.485000E+02   0.455470E+04   0.128700E+04
   0.486000E+02   0.455613E+04   0.128840E+04
   0.487000E+02   0.455754E+04   0.128979E+04
   0.488000E+02   0.455896E+04   0.129118E+04
   0.489000E+02   0.456036E+04   0.129256E+04
   0.490000E+02   0.456176E+04   0.129393E+04
   0.491000E+02   0.456315E+04   0.129530E+04
   0.492000E+02   0.456454E+04   0.129666E+04
   0.493000E+02   0.456592E+04   0.129802E+04
   0.494000E+02   0.456730E+04   0.129937E+04
   0.495000E+02   0.456867E+04   0.130072E+04
   0.496000E+02   0.457003E+04   0.130206E+04
   0.497000E+02   0.457138E+04   0.130339E+04
   0.498000E+02   0.457273E+04   0.130472E+04
   0.499000E+02   0.457408E+04   0.130604E+04
   0.500000E+02   0.457542E+04   0.130736E+04
   0.501000E+02   0.457675E+04   0.130867E+04
   0.502000E+02   0.457808E+04   0.130998E+04
   0.503000E+02   0.457940E+04   0.131128E+04
   0.504000E+02   0.458071E+04   0.131257E+04
   0.505000E+02   0.458202E+04   0.131386E+04
   0.506000E+02   0.458332E+04   0.131514E+04
   0.507000E+02   0.458462E+04   0.131642E+04
   0.508000E+02   0.458591E+04   0.131769E+04
   0.509000E+02   0.458720E+04   0.131896E+04
   0.510000E+02   0.458848E+04   0.132022E+04
   0.511000E+02   0.458975E+04   0.132148E+04
   0.512000E+02   0.459102E+04   0.132273E+04
   0.513000E+02   0.459228E+04   0.132397E+04
   0.514000E+02   0.459354E+04   0.132521E+04
   0.515000E+02   0.459479E+04   0.132645E+04
   0.516000E+02   0.459604E+04   0.132768E+04
   0.517000E+02   0.459728E+04   0.132890E+04
   0.518000E+02   0.459852E+04   0.133012E+04
   0.519000E+02   0.459975E+04   0.133133E+04
   0.520000E+02   0.460097E+04   0.133254E+04
   0.521000E+02   0.460219E+04   0.133375E+04
   0.522000E+02   0.460340E+04   0.133495E+04
   0.523000E+02   0.460461E+04   0.133614E+04
   0.524000E+02   0.460581E+04   0.133733E+04
   0.525000E+02   0.460701E+04   0.133851E+04
   0.526000E+02   0.460820E+04   0.133969E+04
   0.527000E+02   0.460939E+04   0.134086E+04
   0.528000E+02   0.461057E+04   0.134203E+04
   0.529000E+02   0.461175E+04   0.134319E+04
   0.530000E+02   0.461292E+04   0.134435E+04
   0.531000E+02   0.461409E+04   0.134550E+04
   0.532000E+02   0.461525E+04   0.134665E+04
   0.533000E+02   0.461640E+04   0.134779E+04
   0.534000E+02   0.461755E+04   0.134893E+04
   0.535000E+02   0.461870E+04   0.135006E+04
   0.536000E+02   0.461984E+04   0.135119E+04
   0.537000E+02   0.462098E+04   0.135231E+04
   0.538000E+02   0.462211E+04   0.135343E+04
   0.539000E+02   0.462323E+04   0.135455E+04
   0.540000E+02   0.462435E+04   0.135565E+04
   0.541000E+02   0.462547E+04   0.135676E+04
   0.542000E+02   0.462658E+04   0.135786E+04
   0.543000E+02   0.462768E+04   0.135895E+04
   0.544000E+02   0.462878E+04   0.136004E+04
   0.545000E+02   0.462988E+04   0.136113E+04
