#    c*t(cm)       probability       error
   0.573468E+02   0.696128E+00   0.318835E-02
   0.573498E+02   0.696128E+00   0.318835E-02
   0.573528E+02   0.696129E+00   0.318847E-02
   0.573558E+02   0.696129E+00   0.318858E-02
   0.573588E+02   0.696129E+00   0.318835E-02
   0.573618E+02   0.696129E+00   0.318847E-02
   0.573648E+02   0.696129E+00   0.318835E-02
   0.573678E+02   0.696130E+00   0.318858E-02
   0.573708E+02   0.696130E+00   0.318858E-02
   0.573738E+02   0.696130E+00   0.318835E-02
   0.573768E+02   0.696130E+00   0.318847E-02
   0.573798E+02   0.696130E+00   0.318835E-02
   0.573828E+02   0.696131E+00   0.318858E-02
   0.573858E+02   0.696131E+00   0.318858E-02
   0.573888E+02   0.696131E+00   0.318853E-02
   0.573918E+02   0.696131E+00   0.318847E-02
   0.573948E+02   0.696131E+00   0.318835E-02
   0.573978E+02   0.696132E+00   0.318858E-02
   0.574008E+02   0.696132E+00   0.318858E-02
   0.574038E+02   0.696132E+00   0.318853E-02
   0.574068E+02   0.696132E+00   0.318847E-02
   0.574098E+02   0.696132E+00   0.318847E-02
   0.574128E+02   0.696133E+00   0.318858E-02
   0.574158E+02   0.696133E+00   0.318858E-02
   0.574188E+02   0.696133E+00   0.318853E-02
   0.574218E+02   0.696133E+00   0.318847E-02
   0.574248E+02   0.696133E+00   0.318858E-02
   0.574278E+02   0.696134E+00   0.318845E-02
   0.574308E+02   0.696134E+00   0.318858E-02
   0.574338E+02   0.696134E+00   0.318863E-02
   0.574368E+02   0.696134E+00   0.318853E-02
   0.574398E+02   0.696134E+00   0.318858E-02
   0.574428E+02   0.696135E+00   0.318845E-02
   0.574458E+02   0.696135E+00   0.318858E-02
   0.574488E+02   0.696135E+00   0.318858E-02
   0.574518E+02   0.696135E+00   0.318853E-02
   0.574548E+02   0.696135E+00   0.318858E-02
   0.574578E+02   0.696135E+00   0.318858E-02
   0.574607E+02   0.696136E+00   0.318858E-02
   0.574637E+02   0.696136E+00   0.318858E-02
   0.574667E+02   0.696136E+00   0.318864E-02
   0.574697E+02   0.696136E+00   0.318875E-02
   0.574727E+02   0.696136E+00   0.318858E-02
   0.574757E+02   0.696137E+00   0.318858E-02
   0.574787E+02   0.696137E+00   0.318858E-02
   0.574817E+02   0.696137E+00   0.318864E-02
   0.574847E+02   0.696137E+00   0.318875E-02
   0.574877E+02   0.696137E+00   0.318858E-02
   0.574907E+02   0.696138E+00   0.318845E-02
   0.574937E+02   0.696138E+00   0.318858E-02
   0.574967E+02   0.696138E+00   0.318864E-02
   0.574997E+02   0.696138E+00   0.318864E-02
   0.575027E+02   0.696138E+00   0.318858E-02
   0.575057E+02   0.696139E+00   0.318857E-02
   0.575087E+02   0.696139E+00   0.318858E-02
   0.575117E+02   0.696139E+00   0.318873E-02
   0.575147E+02   0.696139E+00   0.318864E-02
   0.575177E+02   0.696139E+00   0.318875E-02
   0.575207E+02   0.696140E+00   0.318857E-02
   0.575237E+02   0.696140E+00   0.318868E-02
   0.575267E+02   0.696140E+00   0.318873E-02
   0.575297E+02   0.696140E+00   0.318864E-02
   0.575327E+02   0.696140E+00   0.318875E-02
   0.575357E+02   0.696141E+00   0.318857E-02
   0.575387E+02   0.696141E+00   0.318880E-02
   0.575417E+02   0.696141E+00   0.318873E-02
   0.575447E+02   0.696141E+00   0.318864E-02
   0.575477E+02   0.696141E+00   0.318864E-02
   0.575507E+02   0.696141E+00   0.318875E-02
   0.575537E+02   0.696142E+00   0.318867E-02
   0.575567E+02   0.696142E+00   0.318873E-02
   0.575597E+02   0.696142E+00   0.318864E-02
   0.575627E+02   0.696142E+00   0.318864E-02
   0.575657E+02   0.696142E+00   0.318875E-02
   0.575687E+02   0.696143E+00   0.318867E-02
   0.575717E+02   0.696143E+00   0.318880E-02
   0.575747E+02   0.696143E+00   0.318864E-02
   0.575777E+02   0.696143E+00   0.318864E-02
   0.575807E+02   0.696143E+00   0.318886E-02
   0.575837E+02   0.696144E+00   0.318885E-02
   0.575867E+02   0.696144E+00   0.318880E-02
   0.575897E+02   0.696144E+00   0.318874E-02
   0.575927E+02   0.696144E+00   0.318864E-02
   0.575957E+02   0.696144E+00   0.318886E-02
   0.575987E+02   0.696145E+00   0.318885E-02
   0.576017E+02   0.696145E+00   0.318880E-02
   0.576046E+02   0.696145E+00   0.318874E-02
   0.576076E+02   0.696145E+00   0.318864E-02
   0.576106E+02   0.696145E+00   0.318874E-02
   0.576136E+02   0.696146E+00   0.318885E-02
   0.576166E+02   0.696146E+00   0.318867E-02
   0.576196E+02   0.696146E+00   0.318885E-02
   0.576226E+02   0.696146E+00   0.318864E-02
   0.576256E+02   0.696146E+00   0.318874E-02
   0.576286E+02   0.696147E+00   0.318886E-02
   0.576316E+02   0.696147E+00   0.318885E-02
   0.576346E+02   0.696147E+00   0.318885E-02
   0.576376E+02   0.696147E+00   0.318874E-02
   0.576406E+02   0.696147E+00   0.318874E-02
   0.576436E+02   0.696147E+00   0.318886E-02
   0.576466E+02   0.696148E+00   0.318885E-02
   0.576496E+02   0.696148E+00   0.318880E-02
   0.576526E+02   0.696148E+00   0.318896E-02
   0.576556E+02   0.696148E+00   0.318874E-02
   0.576586E+02   0.696148E+00   0.318874E-02
   0.576616E+02   0.696149E+00   0.318885E-02
   0.576646E+02   0.696149E+00   0.318885E-02
   0.576676E+02   0.696149E+00   0.318896E-02
   0.576706E+02   0.696149E+00   0.318874E-02
   0.576736E+02   0.696149E+00   0.318874E-02
   0.576766E+02   0.696150E+00   0.318885E-02
   0.576796E+02   0.696150E+00   0.318885E-02
   0.576826E+02   0.696150E+00   0.318896E-02
   0.576856E+02   0.696150E+00   0.318886E-02
   0.576886E+02   0.696150E+00   0.318874E-02
   0.576916E+02   0.696151E+00   0.318885E-02
   0.576946E+02   0.696151E+00   0.318885E-02
   0.576976E+02   0.696151E+00   0.318914E-02
   0.577006E+02   0.696151E+00   0.318896E-02
   0.577036E+02   0.696151E+00   0.318874E-02
   0.577066E+02   0.696151E+00   0.318874E-02
   0.577096E+02   0.696152E+00   0.318885E-02
   0.577126E+02   0.696152E+00   0.318901E-02
   0.577156E+02   0.696152E+00   0.318896E-02
   0.577186E+02   0.696152E+00   0.318886E-02
   0.577216E+02   0.696152E+00   0.318874E-02
   0.577246E+02   0.696153E+00   0.318885E-02
   0.577276E+02   0.696153E+00   0.318895E-02
   0.577306E+02   0.696153E+00   0.318914E-02
   0.577336E+02   0.696153E+00   0.318886E-02
   0.577366E+02   0.696153E+00   0.318874E-02
   0.577396E+02   0.696154E+00   0.318884E-02
   0.577426E+02   0.696154E+00   0.318895E-02
   0.577455E+02   0.696154E+00   0.318914E-02
   0.577485E+02   0.696154E+00   0.318914E-02
   0.577515E+02   0.696154E+00   0.318886E-02
   0.577545E+02   0.696155E+00   0.318884E-02
   0.577575E+02   0.696155E+00   0.318895E-02
   0.577605E+02   0.696155E+00   0.318901E-02
   0.577635E+02   0.696155E+00   0.318914E-02
   0.577665E+02   0.696155E+00   0.318886E-02
   0.577695E+02   0.696155E+00   0.318884E-02
   0.577725E+02   0.696156E+00   0.318895E-02
   0.577755E+02   0.696156E+00   0.318901E-02
   0.577785E+02   0.696156E+00   0.318914E-02
   0.577815E+02   0.696156E+00   0.318904E-02
   0.577845E+02   0.696156E+00   0.318897E-02
   0.577875E+02   0.696157E+00   0.318884E-02
   0.577905E+02   0.696157E+00   0.318895E-02
   0.577935E+02   0.696157E+00   0.318914E-02
   0.577965E+02   0.696157E+00   0.318914E-02
   0.577995E+02   0.696157E+00   0.318897E-02
   0.578025E+02   0.696158E+00   0.318884E-02
   0.578055E+02   0.696158E+00   0.318895E-02
   0.578085E+02   0.696158E+00   0.318901E-02
   0.578115E+02   0.696158E+00   0.318914E-02
   0.578145E+02   0.696158E+00   0.318914E-02
   0.578175E+02   0.696158E+00   0.318896E-02
   0.578205E+02   0.696159E+00   0.318884E-02
   0.578235E+02   0.696159E+00   0.318901E-02
   0.578265E+02   0.696159E+00   0.318925E-02
   0.578295E+02   0.696159E+00   0.318914E-02
   0.578325E+02   0.696159E+00   0.318897E-02
   0.578355E+02   0.696160E+00   0.318884E-02
   0.578385E+02   0.696160E+00   0.318901E-02
   0.578415E+02   0.696160E+00   0.318912E-02
   0.578445E+02   0.696160E+00   0.318925E-02
   0.578475E+02   0.696160E+00   0.318914E-02
   0.578505E+02   0.696161E+00   0.318896E-02
   0.578535E+02   0.696161E+00   0.318895E-02
   0.578565E+02   0.696161E+00   0.318912E-02
   0.578595E+02   0.696161E+00   0.318925E-02
   0.578625E+02   0.696161E+00   0.318914E-02
   0.578655E+02   0.696161E+00   0.318914E-02
   0.578685E+02   0.696162E+00   0.318884E-02
   0.578715E+02   0.696162E+00   0.318912E-02
   0.578745E+02   0.696162E+00   0.318925E-02
   0.578775E+02   0.696162E+00   0.318914E-02
   0.578805E+02   0.696162E+00   0.318914E-02
   0.578835E+02   0.696163E+00   0.318896E-02
   0.578865E+02   0.696163E+00   0.318911E-02
   0.578894E+02   0.696163E+00   0.318912E-02
   0.578924E+02   0.696163E+00   0.318925E-02
   0.578954E+02   0.696163E+00   0.318914E-02
   0.578984E+02   0.696163E+00   0.318914E-02
   0.579014E+02   0.696164E+00   0.318912E-02
   0.579044E+02   0.696164E+00   0.318912E-02
   0.579074E+02   0.696164E+00   0.318925E-02
   0.579104E+02   0.696164E+00   0.318914E-02
   0.579134E+02   0.696164E+00   0.318914E-02
   0.579164E+02   0.696165E+00   0.318906E-02
   0.579194E+02   0.696165E+00   0.318912E-02
   0.579224E+02   0.696165E+00   0.318912E-02
   0.579254E+02   0.696165E+00   0.318925E-02
   0.579284E+02   0.696165E+00   0.318914E-02
   0.579314E+02   0.696165E+00   0.318924E-02
   0.579344E+02   0.696166E+00   0.318912E-02
   0.579374E+02   0.696166E+00   0.318912E-02
   0.579404E+02   0.696166E+00   0.318925E-02
   0.579434E+02   0.696166E+00   0.318914E-02
   0.579464E+02   0.696167E+00   0.318924E-02
   0.579494E+02   0.696167E+00   0.318929E-02
   0.579524E+02   0.696167E+00   0.318912E-02
   0.579554E+02   0.696167E+00   0.318912E-02
   0.579584E+02   0.696167E+00   0.318914E-02
   0.579614E+02   0.696167E+00   0.318925E-02
   0.579644E+02   0.696167E+00   0.318924E-02
   0.579674E+02   0.696168E+00   0.318912E-02
   0.579704E+02   0.696168E+00   0.318912E-02
   0.579734E+02   0.696168E+00   0.318925E-02
   0.579764E+02   0.696168E+00   0.318925E-02
   0.579794E+02   0.696168E+00   0.318924E-02
   0.579824E+02   0.696169E+00   0.318929E-02
   0.579854E+02   0.696169E+00   0.318924E-02
   0.579884E+02   0.696169E+00   0.318912E-02
   0.579914E+02   0.696169E+00   0.318925E-02
   0.579944E+02   0.696169E+00   0.318924E-02
   0.579974E+02   0.696170E+00   0.318929E-02
   0.580004E+02   0.696170E+00   0.318930E-02
   0.580034E+02   0.696170E+00   0.318922E-02
   0.580064E+02   0.696170E+00   0.318935E-02
   0.580094E+02   0.696170E+00   0.318925E-02
   0.580124E+02   0.696170E+00   0.318924E-02
   0.580154E+02   0.696171E+00   0.318930E-02
   0.580184E+02   0.696171E+00   0.318934E-02
   0.580214E+02   0.696171E+00   0.318935E-02
   0.580244E+02   0.696171E+00   0.318925E-02
   0.580274E+02   0.696172E+00   0.318924E-02
   0.580304E+02   0.696172E+00   0.318929E-02
   0.580333E+02   0.696172E+00   0.318940E-02
   0.580363E+02   0.696172E+00   0.318934E-02
   0.580393E+02   0.696172E+00   0.318935E-02
   0.580423E+02   0.696172E+00   0.318925E-02
   0.580453E+02   0.696173E+00   0.318924E-02
   0.580483E+02   0.696173E+00   0.318940E-02
   0.580513E+02   0.696173E+00   0.318952E-02
   0.580543E+02   0.696173E+00   0.318935E-02
   0.580573E+02   0.696173E+00   0.318925E-02
   0.580603E+02   0.696174E+00   0.318924E-02
   0.580633E+02   0.696174E+00   0.318940E-02
   0.580663E+02   0.696174E+00   0.318940E-02
   0.580693E+02   0.696174E+00   0.318934E-02
   0.580723E+02   0.696174E+00   0.318925E-02
   0.580753E+02   0.696174E+00   0.318924E-02
   0.580783E+02   0.696175E+00   0.318940E-02
   0.580813E+02   0.696175E+00   0.318940E-02
   0.580843E+02   0.696175E+00   0.318952E-02
   0.580873E+02   0.696175E+00   0.318947E-02
   0.580903E+02   0.696175E+00   0.318925E-02
   0.580933E+02   0.696176E+00   0.318934E-02
   0.580963E+02   0.696176E+00   0.318940E-02
   0.580993E+02   0.696176E+00   0.318940E-02
   0.581023E+02   0.696176E+00   0.318952E-02
   0.581053E+02   0.696176E+00   0.318925E-02
   0.581083E+02   0.696177E+00   0.318934E-02
   0.581113E+02   0.696177E+00   0.318940E-02
   0.581143E+02   0.696177E+00   0.318940E-02
   0.581173E+02   0.696177E+00   0.318952E-02
   0.581203E+02   0.696177E+00   0.318934E-02
   0.581233E+02   0.696177E+00   0.318935E-02
   0.581263E+02   0.696178E+00   0.318940E-02
   0.581293E+02   0.696178E+00   0.318940E-02
   0.581323E+02   0.696178E+00   0.318940E-02
   0.581353E+02   0.696178E+00   0.318952E-02
   0.581383E+02   0.696178E+00   0.318947E-02
   0.581413E+02   0.696179E+00   0.318934E-02
   0.581443E+02   0.696179E+00   0.318940E-02
   0.581473E+02   0.696179E+00   0.318940E-02
   0.581503E+02   0.696179E+00   0.318952E-02
   0.581533E+02   0.696179E+00   0.318962E-02
   0.581563E+02   0.696180E+00   0.318935E-02
   0.581593E+02   0.696180E+00   0.318940E-02
   0.581623E+02   0.696180E+00   0.318940E-02
   0.581653E+02   0.696180E+00   0.318940E-02
   0.581683E+02   0.696180E+00   0.318962E-02
   0.581713E+02   0.696180E+00   0.318965E-02
   0.581742E+02   0.696181E+00   0.318934E-02
   0.581772E+02   0.696181E+00   0.318940E-02
   0.581802E+02   0.696181E+00   0.318940E-02
   0.581832E+02   0.696181E+00   0.318951E-02
   0.581862E+02   0.696181E+00   0.318962E-02
   0.581892E+02   0.696181E+00   0.318947E-02
   0.581922E+02   0.696182E+00   0.318940E-02
   0.581952E+02   0.696182E+00   0.318940E-02
   0.581982E+02   0.696182E+00   0.318951E-02
   0.582012E+02   0.696182E+00   0.318962E-02
   0.582042E+02   0.696182E+00   0.318965E-02
   0.582072E+02   0.696183E+00   0.318946E-02
   0.582102E+02   0.696183E+00   0.318940E-02
   0.582132E+02   0.696183E+00   0.318951E-02
   0.582162E+02   0.696183E+00   0.318951E-02
   0.582192E+02   0.696183E+00   0.318962E-02
   0.582222E+02   0.696183E+00   0.318965E-02
   0.582252E+02   0.696184E+00   0.318940E-02
   0.582282E+02   0.696184E+00   0.318951E-02
   0.582312E+02   0.696184E+00   0.318951E-02
   0.582342E+02   0.696184E+00   0.318962E-02
   0.582372E+02   0.696184E+00   0.318975E-02
   0.582402E+02   0.696184E+00   0.318964E-02
   0.582432E+02   0.696185E+00   0.318951E-02
   0.582462E+02   0.696185E+00   0.318951E-02
   0.582492E+02   0.696185E+00   0.318951E-02
   0.582522E+02   0.696185E+00   0.318962E-02
   0.582552E+02   0.696185E+00   0.318965E-02
   0.582582E+02   0.696186E+00   0.318952E-02
   0.582612E+02   0.696186E+00   0.318951E-02
   0.582642E+02   0.696186E+00   0.318951E-02
   0.582672E+02   0.696186E+00   0.318951E-02
   0.582702E+02   0.696186E+00   0.318962E-02
   0.582732E+02   0.696186E+00   0.318970E-02
   0.582762E+02   0.696187E+00   0.318963E-02
   0.582792E+02   0.696187E+00   0.318951E-02
   0.582822E+02   0.696187E+00   0.318951E-02
   0.582852E+02   0.696187E+00   0.318962E-02
   0.582882E+02   0.696187E+00   0.318965E-02
   0.582912E+02   0.696188E+00   0.318981E-02
   0.582942E+02   0.696188E+00   0.318951E-02
   0.582972E+02   0.696188E+00   0.318951E-02
   0.583002E+02   0.696188E+00   0.318951E-02
   0.583032E+02   0.696188E+00   0.318962E-02
   0.583062E+02   0.696189E+00   0.318980E-02
   0.583092E+02   0.696189E+00   0.318981E-02
   0.583122E+02   0.696189E+00   0.318951E-02
   0.583152E+02   0.696189E+00   0.318951E-02
   0.583181E+02   0.696189E+00   0.318951E-02
   0.583211E+02   0.696189E+00   0.318962E-02
   0.583241E+02   0.696190E+00   0.318981E-02
   0.583271E+02   0.696190E+00   0.318981E-02
   0.583301E+02   0.696190E+00   0.318951E-02
   0.583331E+02   0.696190E+00   0.318951E-02
   0.583361E+02   0.696190E+00   0.318973E-02
   0.583391E+02   0.696191E+00   0.318980E-02
   0.583421E+02   0.696191E+00   0.318981E-02
   0.583451E+02   0.696191E+00   0.318963E-02
   0.583481E+02   0.696191E+00   0.318951E-02
   0.583511E+02   0.696191E+00   0.318961E-02
   0.583541E+02   0.696191E+00   0.318973E-02
   0.583571E+02   0.696192E+00   0.318980E-02
   0.583601E+02   0.696192E+00   0.318981E-02
   0.583631E+02   0.696192E+00   0.318951E-02
   0.583661E+02   0.696192E+00   0.318961E-02
   0.583691E+02   0.696192E+00   0.318961E-02
   0.583721E+02   0.696193E+00   0.318980E-02
   0.583751E+02   0.696193E+00   0.318981E-02
   0.583781E+02   0.696193E+00   0.318981E-02
   0.583811E+02   0.696193E+00   0.318961E-02
   0.583841E+02   0.696193E+00   0.318961E-02
   0.583871E+02   0.696193E+00   0.318973E-02
   0.583901E+02   0.696194E+00   0.318980E-02
   0.583931E+02   0.696194E+00   0.318981E-02
   0.583961E+02   0.696194E+00   0.318991E-02
   0.583991E+02   0.696194E+00   0.318961E-02
   0.584021E+02   0.696194E+00   0.318961E-02
   0.584051E+02   0.696194E+00   0.318962E-02
   0.584081E+02   0.696195E+00   0.318981E-02
   0.584111E+02   0.696195E+00   0.318991E-02
   0.584141E+02   0.696195E+00   0.318991E-02
   0.584171E+02   0.696195E+00   0.318961E-02
   0.584201E+02   0.696195E+00   0.318961E-02
   0.584231E+02   0.696196E+00   0.318980E-02
   0.584261E+02   0.696196E+00   0.318981E-02
   0.584291E+02   0.696196E+00   0.318991E-02
   0.584321E+02   0.696196E+00   0.318991E-02
   0.584351E+02   0.696196E+00   0.318961E-02
   0.584381E+02   0.696196E+00   0.318973E-02
   0.584411E+02   0.696197E+00   0.318981E-02
   0.584441E+02   0.696197E+00   0.318991E-02
   0.584471E+02   0.696197E+00   0.318991E-02
   0.584501E+02   0.696197E+00   0.318991E-02
   0.584531E+02   0.696197E+00   0.318961E-02
   0.584561E+02   0.696198E+00   0.318967E-02
   0.584590E+02   0.696198E+00   0.318991E-02
   0.584620E+02   0.696198E+00   0.318991E-02
   0.584650E+02   0.696198E+00   0.318991E-02
   0.584680E+02   0.696198E+00   0.318991E-02
   0.584710E+02   0.696198E+00   0.318961E-02
   0.584740E+02   0.696199E+00   0.318978E-02
   0.584770E+02   0.696199E+00   0.318991E-02
   0.584800E+02   0.696199E+00   0.318991E-02
   0.584830E+02   0.696199E+00   0.318991E-02
   0.584860E+02   0.696199E+00   0.318961E-02
   0.584890E+02   0.696199E+00   0.318988E-02
   0.584920E+02   0.696200E+00   0.318991E-02
   0.584950E+02   0.696200E+00   0.318991E-02
   0.584980E+02   0.696200E+00   0.318991E-02
   0.585010E+02   0.696200E+00   0.318991E-02
   0.585040E+02   0.696200E+00   0.318971E-02
   0.585070E+02   0.696201E+00   0.318978E-02
   0.585100E+02   0.696201E+00   0.318991E-02
   0.585130E+02   0.696201E+00   0.318991E-02
   0.585160E+02   0.696201E+00   0.318991E-02
   0.585190E+02   0.696201E+00   0.319001E-02
   0.585220E+02   0.696201E+00   0.318977E-02
   0.585250E+02   0.696202E+00   0.318978E-02
   0.585280E+02   0.696202E+00   0.318991E-02
   0.585310E+02   0.696202E+00   0.318991E-02
   0.585340E+02   0.696202E+00   0.318991E-02
   0.585370E+02   0.696202E+00   0.319001E-02
   0.585400E+02   0.696202E+00   0.318976E-02
   0.585430E+02   0.696203E+00   0.318991E-02
   0.585460E+02   0.696203E+00   0.318991E-02
   0.585490E+02   0.696203E+00   0.318991E-02
   0.585520E+02   0.696203E+00   0.319001E-02
   0.585550E+02   0.696203E+00   0.319001E-02
   0.585580E+02   0.696204E+00   0.318978E-02
   0.585610E+02   0.696204E+00   0.318991E-02
   0.585640E+02   0.696204E+00   0.318991E-02
   0.585670E+02   0.696204E+00   0.319001E-02
   0.585700E+02   0.696204E+00   0.319001E-02
   0.585730E+02   0.696204E+00   0.319007E-02
   0.585760E+02   0.696205E+00   0.318978E-02
   0.585790E+02   0.696205E+00   0.318991E-02
   0.585820E+02   0.696205E+00   0.319001E-02
   0.585850E+02   0.696205E+00   0.319001E-02
   0.585880E+02   0.696205E+00   0.319001E-02
   0.585910E+02   0.696205E+00   0.319006E-02
   0.585940E+02   0.696206E+00   0.318978E-02
   0.585970E+02   0.696206E+00   0.319001E-02
   0.586000E+02   0.696206E+00   0.319001E-02
   0.586029E+02   0.696206E+00   0.319001E-02
   0.586059E+02   0.696206E+00   0.319001E-02
   0.586089E+02   0.696206E+00   0.319007E-02
   0.586119E+02   0.696207E+00   0.318991E-02
   0.586149E+02   0.696207E+00   0.319001E-02
   0.586179E+02   0.696207E+00   0.319001E-02
   0.586209E+02   0.696207E+00   0.319001E-02
   0.586239E+02   0.696207E+00   0.319007E-02
   0.586269E+02   0.696207E+00   0.318996E-02
   0.586299E+02   0.696208E+00   0.319001E-02
   0.586329E+02   0.696208E+00   0.319001E-02
   0.586359E+02   0.696208E+00   0.319001E-02
   0.586389E+02   0.696208E+00   0.319001E-02
   0.586419E+02   0.696208E+00   0.319007E-02
   0.586449E+02   0.696209E+00   0.319018E-02
   0.586479E+02   0.696209E+00   0.319001E-02
   0.586509E+02   0.696209E+00   0.319001E-02
   0.586539E+02   0.696209E+00   0.319001E-02
   0.586569E+02   0.696209E+00   0.319001E-02
   0.586599E+02   0.696209E+00   0.319017E-02
   0.586629E+02   0.696210E+00   0.319018E-02
   0.586659E+02   0.696210E+00   0.319001E-02
   0.586689E+02   0.696210E+00   0.319001E-02
   0.586719E+02   0.696210E+00   0.319001E-02
   0.586749E+02   0.696210E+00   0.319017E-02
   0.586779E+02   0.696210E+00   0.319017E-02
   0.586809E+02   0.696211E+00   0.319018E-02
   0.586839E+02   0.696211E+00   0.319001E-02
   0.586869E+02   0.696211E+00   0.319001E-02
   0.586899E+02   0.696211E+00   0.319001E-02
   0.586929E+02   0.696211E+00   0.319017E-02
   0.586959E+02   0.696212E+00   0.319007E-02
   0.586989E+02   0.696212E+00   0.319031E-02
   0.587019E+02   0.696212E+00   0.319001E-02
   0.587049E+02   0.696212E+00   0.319001E-02
   0.587079E+02   0.696212E+00   0.319012E-02
   0.587109E+02   0.696212E+00   0.319017E-02
   0.587139E+02   0.696212E+00   0.319007E-02
   0.587169E+02   0.696213E+00   0.319031E-02
   0.587199E+02   0.696213E+00   0.319001E-02
   0.587229E+02   0.696213E+00   0.319012E-02
   0.587259E+02   0.696213E+00   0.319017E-02
   0.587289E+02   0.696213E+00   0.319017E-02
   0.587319E+02   0.696214E+00   0.319007E-02
   0.587349E+02   0.696214E+00   0.319031E-02
   0.587379E+02   0.696214E+00   0.319012E-02
   0.587409E+02   0.696214E+00   0.319012E-02
   0.587439E+02   0.696214E+00   0.319017E-02
   0.587468E+02   0.696214E+00   0.319017E-02
   0.587498E+02   0.696215E+00   0.319018E-02
   0.587528E+02   0.696215E+00   0.319031E-02
   0.587558E+02   0.696215E+00   0.319012E-02
   0.587588E+02   0.696215E+00   0.319012E-02
   0.587618E+02   0.696215E+00   0.319017E-02
   0.587648E+02   0.696215E+00   0.319007E-02
   0.587678E+02   0.696216E+00   0.319018E-02
   0.587708E+02   0.696216E+00   0.319042E-02
   0.587738E+02   0.696216E+00   0.319012E-02
   0.587768E+02   0.696216E+00   0.319017E-02
   0.587798E+02   0.696216E+00   0.319017E-02
   0.587828E+02   0.696217E+00   0.319007E-02
   0.587858E+02   0.696217E+00   0.319029E-02
   0.587888E+02   0.696217E+00   0.319042E-02
   0.587918E+02   0.696217E+00   0.319012E-02
   0.587948E+02   0.696217E+00   0.319017E-02
   0.587978E+02   0.696217E+00   0.319017E-02
   0.588008E+02   0.696218E+00   0.319007E-02
   0.588038E+02   0.696218E+00   0.319042E-02
   0.588068E+02   0.696218E+00   0.319042E-02
   0.588098E+02   0.696218E+00   0.319012E-02
   0.588128E+02   0.696218E+00   0.319018E-02
   0.588158E+02   0.696218E+00   0.319017E-02
   0.588188E+02   0.696219E+00   0.319017E-02
   0.588218E+02   0.696219E+00   0.319042E-02
   0.588248E+02   0.696219E+00   0.319041E-02
   0.588278E+02   0.696219E+00   0.319012E-02
   0.588308E+02   0.696219E+00   0.319017E-02
   0.588338E+02   0.696219E+00   0.319028E-02
   0.588368E+02   0.696220E+00   0.319017E-02
   0.588398E+02   0.696220E+00   0.319042E-02
   0.588428E+02   0.696220E+00   0.319041E-02
   0.588458E+02   0.696220E+00   0.319017E-02
   0.588488E+02   0.696220E+00   0.319017E-02
   0.588518E+02   0.696221E+00   0.319028E-02
   0.588548E+02   0.696221E+00   0.319017E-02
   0.588578E+02   0.696221E+00   0.319042E-02
   0.588608E+02   0.696221E+00   0.319041E-02
   0.588638E+02   0.696221E+00   0.319017E-02
   0.588668E+02   0.696222E+00   0.319028E-02
   0.588698E+02   0.696222E+00   0.319017E-02
   0.588728E+02   0.696222E+00   0.319017E-02
   0.588758E+02   0.696222E+00   0.319042E-02
   0.588788E+02   0.696222E+00   0.319041E-02
   0.588818E+02   0.696222E+00   0.319046E-02
   0.588848E+02   0.696222E+00   0.319028E-02
   0.588877E+02   0.696223E+00   0.319017E-02
   0.588907E+02   0.696223E+00   0.319017E-02
   0.588937E+02   0.696223E+00   0.319041E-02
   0.588967E+02   0.696223E+00   0.319052E-02
   0.588997E+02   0.696223E+00   0.319046E-02
   0.589027E+02   0.696224E+00   0.319028E-02
   0.589057E+02   0.696224E+00   0.319017E-02
   0.589087E+02   0.696224E+00   0.319017E-02
   0.589117E+02   0.696224E+00   0.319041E-02
   0.589147E+02   0.696224E+00   0.319057E-02
   0.589177E+02   0.696224E+00   0.319045E-02
   0.589207E+02   0.696225E+00   0.319028E-02
   0.589237E+02   0.696225E+00   0.319017E-02
   0.589267E+02   0.696225E+00   0.319017E-02
   0.589297E+02   0.696225E+00   0.319052E-02
   0.589327E+02   0.696225E+00   0.319057E-02
   0.589357E+02   0.696225E+00   0.319045E-02
   0.589387E+02   0.696225E+00   0.319028E-02
   0.589417E+02   0.696226E+00   0.319017E-02
   0.589447E+02   0.696226E+00   0.319017E-02
   0.589477E+02   0.696226E+00   0.319052E-02
   0.589507E+02   0.696226E+00   0.319057E-02
   0.589537E+02   0.696226E+00   0.319045E-02
   0.589567E+02   0.696227E+00   0.319028E-02
   0.589597E+02   0.696227E+00   0.319017E-02
   0.589627E+02   0.696227E+00   0.319028E-02
   0.589657E+02   0.696227E+00   0.319052E-02
   0.589687E+02   0.696227E+00   0.319058E-02
   0.589717E+02   0.696227E+00   0.319045E-02
   0.589747E+02   0.696227E+00   0.319028E-02
   0.589777E+02   0.696228E+00   0.319028E-02
   0.589807E+02   0.696228E+00   0.319028E-02
   0.589837E+02   0.696228E+00   0.319052E-02
   0.589867E+02   0.696228E+00   0.319058E-02
   0.589897E+02   0.696228E+00   0.319045E-02
   0.589927E+02   0.696229E+00   0.319028E-02
   0.589957E+02   0.696229E+00   0.319028E-02
   0.589987E+02   0.696229E+00   0.319028E-02
   0.590017E+02   0.696229E+00   0.319057E-02
   0.590047E+02   0.696229E+00   0.319058E-02
   0.590077E+02   0.696229E+00   0.319057E-02
   0.590107E+02   0.696230E+00   0.319056E-02
   0.590137E+02   0.696230E+00   0.319028E-02
   0.590167E+02   0.696230E+00   0.319028E-02
   0.590197E+02   0.696230E+00   0.319057E-02
